french_sentence,topic
Le routeur fait du bruit sur le node 1,INFRA
Le package dépend de l'expérience sur 13 mois,HR_HIRING
La balance âgée est imputé par erreur,ACCOUNTING
La requête HTTP est mal indenté paramètre manquant,TECH
Vérifie le débit immédiatement,BANKING
L'antivirus intercepté depuis une IP suspecte,CYBER
Le processeur CPU a grillé coupure de courant,INFRA
Augmente le virement je suis à découvert,BANKING
Je subis une rupture conventionnelle immédiatement,HR_COMPLAINT
Débloque le découvert sur le compte joint,BANKING
L'accès root inconnue détectée patch de sécurité requis,CYBER
Le script Python n'est pas typé paramètre manquant,TECH
Le routeur est hors ligne ping élevé,INFRA
Augmente le découvert tout de suite,BANKING
Le partenariat nécessite un rabais pour valider le budget,BUSINESS
Le processeur CPU est plein à 90% il faut remplacer la pièce,INFRA
Le client est perdu sur le marché US,BUSINESS
La directrice se la raconte franchement,GOSSIP
Le module est null dans la librairie,TECH
La bande passante sature il faut remplacer la pièce,INFRA
La fonction n'est pas typé fuite de mémoire,TECH
La balance âgée n'est pas comptabilisé au passif du bilan,ACCOUNTING
Le prospect doit être relancé sur le marché US,BUSINESS
Le compilateur a échoué après le commit,TECH
Tentative d'intrusion sur le port 22 brute force,CYBER
Le switch sature sur le node 1,INFRA
Une faille XSS sur le port 22 patch de sécurité requis,CYBER
Les RTT est négociable avec une prime à la signature,HR_HIRING
La facture fournisseur est fausse suite à l'erreur de saisie,ACCOUNTING
La carte mère a grillé sur le node 1,INFRA
Annule la transaction tout de suite,BANKING
Je subis une plainte,HR_COMPLAINT
La négociation nécessite un rabais pour le Q4,BUSINESS
Le rapprochement bancaire pose problème,ACCOUNTING
La latence réseau est déconnecté sur le node 1,INFRA
Le client est bloqué au juridique pour le Q4,BUSINESS
Le disque dur est down alerte monitoring,INFRA
Elle est nul à chier franchement,GOSSIP
La bande passante est déconnecté il faut remplacer la pièce,INFRA
L'actif immobilisé doit être régularisé dans le logiciel SAP,ACCOUNTING
Le chiffre d'affaires est envoyé pour valider le budget,BUSINESS
Refuse le découvert pour suspicion,BANKING
Oppose ma carte sur le compte joint,BANKING
Bloque le sans contact car je n'ai pas fait cet achat,BANKING
Refuse le paiement sur le compte joint,BANKING
Oppose la transaction suite au vol,BANKING
Je signale est une faute grave au travail,HR_COMPLAINT
Je demande une plainte immédiatement,HR_COMPLAINT
Valide le prélèvement sans contact,BANKING
Le build n'est pas typé après le commit,TECH
La bande passante est hors ligne sur le node 1,INFRA
Le bilan est incorrecte au passif du bilan,ACCOUNTING
Il est incompétent c'est une blague,GOSSIP
L'argument est mal indenté à la ligne 42,TECH
La propale est prioritaire,BUSINESS
Les RTT est validé après la période d'essai,HR_HIRING
Débloque le prélèvement pour suspicion,BANKING
Le ventilateur est déconnecté dans la salle serveur,INFRA
Le VPN est déconnecté coupure de courant,INFRA
Le switch ne répond plus sur le node 1,INFRA
La négociation est bloqué au juridique pour valider le budget,BUSINESS
Ton salaire est compétitif si tu signes demain,HR_HIRING
La propale est prioritaire sur le marché US,BUSINESS
Le build provoque un segfault au runtime,TECH
Le passif circulant ne s'équilibre pas,ACCOUNTING
Le nouveau est un incapable il sert à rien,GOSSIP
Je signale est inacceptable et je saisis les prud'hommes,HR_COMPLAINT
L'accès root intercepté niveau critique,CYBER
Le passif circulant est en attente,ACCOUNTING
La rémunération sera versé après la période d'essai,HR_HIRING
Le fichier JSON provoque un segfault dans la librairie,TECH
Autorise le paiement sur le compte joint,BANKING
Le pointeur est mal indenté dans le main,TECH
Le ventilateur ne répond plus alerte monitoring,INFRA
La voiture de fonction sera versé dans le contrat de travail,HR_HIRING
Le cluster fait du bruit sur le node 1,INFRA
L'API REST provoque un segfault paramètre manquant,TECH
Suspends le virement SEPA pour suspicion,BANKING
Oppose le chèque car je n'ai pas fait cet achat,BANKING
Ce type est un fumiste,GOSSIP
Le deal est prioritaire pour le Q4,BUSINESS
La mutuelle augmente de 10% pour ce poste senior,HR_HIRING
Bloque le découvert je suis à découvert,BANKING
La liasse fiscale n'est pas lettré,ACCOUNTING
C'est un est toxique tout le monde le sait,GOSSIP
La négociation est gagné,BUSINESS
Suspends le sans contact pour suspicion,BANKING
Le chiffre d'affaires est bloqué au juridique selon le CRM,BUSINESS
Ce type est bête il sert à rien,GOSSIP
La mémoire RAM fait du bruit ping élevé,INFRA
La mutuelle est au-dessus du marché si tu signes demain,HR_HIRING
Le chef est un lèche-bottes je le supporte pas,GOSSIP
Le VPN est hors ligne ping élevé,INFRA
Le deal se termine demain avec la clause de sortie,BUSINESS
Attaque DDoS contourne la sécurité brute force,CYBER
La latence réseau surchauffe sur le node 1,INFRA
Le contrat hésite encore face à la concurrence,BUSINESS
Le module n'est pas typé après le commit,TECH
C'est une est bizarre il sert à rien,GOSSIP
Le bilan est fausse dans le journal des achats,ACCOUNTING
Le build est en lecture seule problème de dépendance,TECH
C'est un ne sait rien faire franchement,GOSSIP
Vérifie le virement SEPA c'est une fraude,BANKING
Bloque le virement car je n'ai pas fait cet achat,BANKING
La mémoire RAM est déconnecté erreur matérielle,INFRA
Les stock-options dépend de l'expérience sur 13 mois,HR_HIRING
Valide le paiement c'est une fraude,BANKING
La boucle while est undefined fuite de mémoire,TECH
Le script Python renvoie une erreur 404 problème de dépendance,TECH
L'avoir client montre un écart,ACCOUNTING
L'amortissement n'est pas comptabilisé suite à l'erreur de saisie,ACCOUNTING
Le framework renvoie une erreur 404 erreur de syntaxe,TECH
Débloque le sans contact pour suspicion,BANKING
Le bilan est à revoir,ACCOUNTING
Le prospect se termine demain sur le marché US,BUSINESS
C'est un est toxique je le supporte pas,GOSSIP
Le script Python lance une stacktrace problème de dépendance,TECH
L'offre sera versé pour ce poste senior,HR_HIRING
Le compte de résultat manque de justificatif,ACCOUNTING
Le VPN surchauffe alerte monitoring,INFRA
Le bilan est imputé par erreur,ACCOUNTING
Je subis ne respecte pas le droit au travail,HR_COMPLAINT
L'offre est au-dessus du marché hors avantages en nature,HR_HIRING
L'argument renvoie une erreur 404 sur la branche dev,TECH
Certificat SSL signale une alerte brute force,CYBER
Annule le sans contact sur le compte joint,BANKING
La marge commerciale est bloqué au juridique sur le marché US,BUSINESS
Le phishing en cours niveau critique,CYBER
La marge commerciale est gagné avant la deadline,BUSINESS
L'embauche est de 45k après la période d'essai,HR_HIRING
La rémunération est trop bas après la période d'essai,HR_HIRING
Débloque le prélèvement c'est une fraude,BANKING
Annule le virement SEPA immédiatement,BANKING
La balance âgée ne s'équilibre pas,ACCOUNTING
Le client doit être relancé avec la clause de sortie,BUSINESS
Les RTT est compétitif selon la grille RH,HR_HIRING
L'actif immobilisé doit être régularisé suite à l'erreur de saisie,ACCOUNTING
Le scan de vulnérabilité est expiré brute force,CYBER
Annule le paiement je suis à découvert,BANKING
La marge commerciale avance bien avant la deadline,BUSINESS
Vérifie ma carte code erroné,BANKING
Le grand livre est fausse,ACCOUNTING
La rémunération sera versé si tu signes demain,HR_HIRING
Le phishing intercepté compromission du compte,CYBER
L'antivirus intercepté sur la DMZ,CYBER
L'actif immobilisé est incorrecte,ACCOUNTING
L'argument ne compile pas sur la branche dev,TECH
Le serveur fait du bruit ping élevé,INFRA
Il est bizarre je le supporte pas,GOSSIP
La provision pose problème,ACCOUNTING
Attaque DDoS sur le port 22 par le WAF,CYBER
La prime inclut des actions hors avantages en nature,HR_HIRING
Injection SQL intercepté exfiltration de données,CYBER
Payload malveillant mis en quarantaine exfiltration de données,CYBER
L'argument n'est pas typé dans la librairie,TECH
Mon collègue se la raconte franchement,GOSSIP
Je demande doit cesser depuis des mois,HR_COMPLAINT
Refuse le virement SEPA sur le compte joint,BANKING
Le pipeline est gagné sur le marché US,BUSINESS
L'ambiance une rupture conventionnelle,HR_COMPLAINT
La pression une plainte au travail,HR_COMPLAINT
Le cluster est hors ligne coupure de courant,INFRA
Le framework est déprécié au runtime,TECH
Le chef est incompétent franchement,GOSSIP
Le scan de vulnérabilité contourne la sécurité brute force,CYBER
La note de frais n'est pas lettré,ACCOUNTING
Le compilateur provoque un segfault erreur de syntaxe,TECH
Mon collègue est un fumiste c'est une blague,GOSSIP
Ce manager a eu le poste par piston je le supporte pas,GOSSIP
La marge commerciale est bloqué au juridique,BUSINESS
Le contrat se termine demain sur le marché US,BUSINESS
La boucle while est undefined problème de dépendance,TECH
Oppose le débit car je n'ai pas fait cet achat,BANKING
La directrice est incompétent franchement,GOSSIP
Le script Python est en lecture seule fuite de mémoire,TECH
Le passif circulant ne s'équilibre pas au passif du bilan,ACCOUNTING
Débloque le virement pour suspicion,BANKING
Refuse ma carte c'est une fraude,BANKING
Le closing se termine demain face à la concurrence,BUSINESS
La voiture de fonction est négociable pour ce poste senior,HR_HIRING
Oppose le virement tout de suite,BANKING
Signature virale chiffre les données depuis une IP suspecte,CYBER
La bande passante sature alerte monitoring,INFRA
Oppose le virement SEPA car je n'ai pas fait cet achat,BANKING
Ce type est bête c'est une blague,GOSSIP
Le deal est envoyé sur le marché US,BUSINESS
La prime est au-dessus du marché avec une prime à la signature,HR_HIRING
La propale est perdu avec la clause de sortie,BUSINESS
L'API REST ne compile pas dans la librairie,TECH
Vérifie le virement SEPA sur le compte joint,BANKING
Mon collègue est bête tout le monde le sait,GOSSIP
L'embauche est validé hors avantages en nature,HR_HIRING
Le disque dur est hors ligne coupure de courant,INFRA
Oppose le code PIN sur le compte joint,BANKING
Je signale une rupture conventionnelle depuis des mois,HR_COMPLAINT
Le grand livre montre un écart dans le journal des achats,ACCOUNTING
Autorise le plafond code erroné,BANKING
Le fichier JSON est en lecture seule au runtime,TECH
La mutuelle est compétitif pour ce poste senior,HR_HIRING
L'authentification 2FA en cours exfiltration de données,CYBER
La négociation est prioritaire pour valider le budget,BUSINESS
La prime est validé hors avantages en nature,HR_HIRING
Je signale est une faute grave immédiatement,HR_COMPLAINT
Le prospect est bloqué au juridique,BUSINESS
La liasse fiscale pose problème,ACCOUNTING
La balance âgée montre un écart,ACCOUNTING
Le pipeline doit être relancé avant la deadline,BUSINESS
La note de frais n'est pas lettré dans le journal des achats,ACCOUNTING
La négociation est bloqué au juridique avant la deadline,BUSINESS
Certificat SSL contourne la sécurité niveau critique,CYBER
Le management ne respecte pas le droit depuis des mois,HR_COMPLAINT
Le passif circulant est fausse,ACCOUNTING
L'accès root signale une alerte brute force,CYBER
La directrice est un fumiste c'est hallucinant,GOSSIP
Les tickets resto dépend de l'expérience selon la grille RH,HR_HIRING
Oppose le prélèvement sans contact,BANKING
L'argument est déprécié au runtime,TECH
Oppose le débit immédiatement,BANKING
Je dépose porte atteinte à ma dignité et je saisis les prud'hommes,HR_COMPLAINT
Le phishing intercepté exfiltration de données,CYBER
Le compte de résultat n'est pas lettré,ACCOUNTING
Il est un lèche-bottes franchement,GOSSIP
La rémunération est compétitif si tu signes demain,HR_HIRING
Mon collègue est hypocrite franchement,GOSSIP
Le fichier JSON ne compile pas à la ligne 42,TECH
Les tickets resto est au-dessus du marché hors avantages en nature,HR_HIRING
La latence réseau sature il faut remplacer la pièce,INFRA
Le bilan est fausse,ACCOUNTING
Suspends le paiement code erroné,BANKING
La propale nécessite un rabais avant la deadline,BUSINESS
Je subis me met en danger depuis des mois,HR_COMPLAINT
Le firewall en cours niveau critique,CYBER
Le pointeur est null à la ligne 42,TECH
La mutuelle est compétitif sur 13 mois,HR_HIRING
La balance âgée est à revoir,ACCOUNTING
L'accès root inconnue détectée par le WAF,CYBER
C'est une est incompétent franchement,GOSSIP
Le prospect est perdu,BUSINESS
L'avoir client est fausse au passif du bilan,ACCOUNTING
Le pipeline hésite encore face à la concurrence,BUSINESS
La directrice est bête c'est une blague,GOSSIP
Ce manager est incompétent c'est hallucinant,GOSSIP
Le harcèlement est toxique,HR_COMPLAINT
Le pipeline est gagné avant la deadline,BUSINESS
Le processeur CPU surchauffe coupure de courant,INFRA
Certificat SSL mis en quarantaine compromission du compte,CYBER
Confirme ma carte immédiatement,BANKING
Le processeur CPU sature alerte monitoring,INFRA
Le grand livre n'est pas comptabilisé,ACCOUNTING
L'exception est déprécié au runtime,TECH
La trésorerie est imputé par erreur,ACCOUNTING
Cette situation une plainte et je saisis les prud'hommes,HR_COMPLAINT
L'embauche sera versé hors avantages en nature,HR_HIRING
La note de frais manque de justificatif,ACCOUNTING
Le fichier JSON est undefined fuite de mémoire,TECH
Le chef est un fumiste je le supporte pas,GOSSIP
Le package est négociable si tu signes demain,HR_HIRING
La note de frais n'est pas comptabilisé,ACCOUNTING
L'écriture comptable est à revoir suite à l'erreur de saisie,ACCOUNTING
La balance âgée est incorrecte,ACCOUNTING
Le framework provoque un segfault fuite de mémoire,TECH
La mutuelle augmente de 10% sur 13 mois,HR_HIRING
Annule le découvert je suis à découvert,BANKING
Signature virale a été bloqué patch de sécurité requis,CYBER
Bloque le virement SEPA tout de suite,BANKING
La mutuelle dépend de l'expérience pour ce poste senior,HR_HIRING
Mon collègue a eu le poste par piston depuis qu'il est arrivé,GOSSIP
Ce type est bête franchement,GOSSIP
Il est hypocrite,GOSSIP
Le package inclut des actions pour ce poste senior,HR_HIRING
L'écriture comptable est incorrecte,ACCOUNTING
Payload malveillant mis en quarantaine par le WAF,CYBER
Le passif circulant est fausse dans le journal des achats,ACCOUNTING
L'exception renvoie une erreur 404 dans la librairie,TECH
Le ventilateur surchauffe alerte monitoring,INFRA
La rémunération est au-dessus du marché après la période d'essai,HR_HIRING
La trésorerie est en attente,ACCOUNTING
Le pointeur a échoué après le commit,TECH
La directrice est toxique tout le monde le sait,GOSSIP
Le compilateur renvoie une erreur 404 après le commit,TECH
Le phishing en cours brute force,CYBER
Le contrat est prioritaire,BUSINESS
Le câble Ethernet est déconnecté sur le node 1,INFRA
Oppose le code PIN code erroné,BANKING
La négociation avance bien pour le Q4,BUSINESS
Le fichier JSON a échoué sur la branche dev,TECH
La clause d'exclusivité nécessite un rabais face à la concurrence,BUSINESS
L'actif immobilisé est à revoir,ACCOUNTING
Le report à nouveau est fausse,ACCOUNTING
Le grand livre est imputé par erreur,ACCOUNTING
Payload malveillant sur le port 22 sur la DMZ,CYBER
Certificat SSL signale une alerte patch de sécurité requis,CYBER
Oppose le code PIN pour suspicion,BANKING
Signature virale est expiré niveau critique,CYBER
L'offre est compétitif dans le contrat de travail,HR_HIRING
Signature virale inconnue détectée sur la DMZ,CYBER
Autorise le chèque suite au vol,BANKING
La clause d'exclusivité va signer,BUSINESS
L'exception renvoie une erreur 404 après le commit,TECH
Ton salaire est au-dessus du marché hors avantages en nature,HR_HIRING
L'offre dépend de l'expérience selon la grille RH,HR_HIRING
Le pointeur lance une stacktrace après le commit,TECH
La propale est perdu,BUSINESS
L'accès root intercepté exfiltration de données,CYBER
La boucle while n'est pas typé après le commit,TECH
Le passif circulant doit être régularisé,ACCOUNTING
Ce comportement porte atteinte à ma dignité depuis des mois,HR_COMPLAINT
La fonction est undefined dans le main,TECH
La liasse fiscale manque de justificatif au passif du bilan,ACCOUNTING
Elle est incompétent je le supporte pas,GOSSIP
L'authentification 2FA signale une alerte depuis une IP suspecte,CYBER
Je demande une rupture conventionnelle et j'ai vu la médecine du travail,HR_COMPLAINT
Une faille XSS mis en quarantaine depuis une IP suspecte,CYBER
La liasse fiscale est à revoir suite à l'erreur de saisie,ACCOUNTING
Le firewall en cours par le WAF,CYBER
Le cluster fait du bruit alerte monitoring,INFRA
La prime est trop bas si tu signes demain,HR_HIRING
Le disque dur est down sur le node 1,INFRA
Le management est une faute grave,HR_COMPLAINT
Ce manager est nul à chier tout le monde le sait,GOSSIP
Le grand livre est en attente,ACCOUNTING
La latence réseau ne répond plus ping élevé,INFRA
Le télétravail est compétitif selon la grille RH,HR_HIRING
Ce comportement doit cesser au travail,HR_COMPLAINT
La clause d'exclusivité doit être relancé avec la clause de sortie,BUSINESS
La rémunération augmente de 10% après la période d'essai,HR_HIRING
Tentative d'intrusion intercepté par le WAF,CYBER
Le ventilateur a grillé sur le node 1,INFRA
Augmente ma carte je suis à découvert,BANKING
La facture fournisseur est incorrecte,ACCOUNTING
Injection SQL intercepté brute force,CYBER
Le ransomware sur le port 22 sur la DMZ,CYBER
Cette situation une rupture conventionnelle et j'ai vu la médecine du travail,HR_COMPLAINT
Le rapprochement bancaire ne s'équilibre pas dans le logiciel SAP,ACCOUNTING
Le pipeline est perdu pour le Q4,BUSINESS
Valide le découvert tout de suite,BANKING
L'offre est de 45k dans le contrat de travail,HR_HIRING
Le serveur est down il faut remplacer la pièce,INFRA
Suspends le paiement suite au vol,BANKING
Le module n'est pas typé erreur de syntaxe,TECH
Ce comportement une plainte,HR_COMPLAINT
Payload malveillant en cours par le WAF,CYBER
La liasse fiscale est imputé par erreur au passif du bilan,ACCOUNTING
Cette situation porte atteinte à ma dignité au travail,HR_COMPLAINT
Ma sécurité est une faute grave depuis des mois,HR_COMPLAINT
Tentative d'intrusion sur le port 22 depuis une IP suspecte,CYBER
Certificat SSL signale une alerte exfiltration de données,CYBER
Ce type est un lèche-bottes je le supporte pas,GOSSIP
Le pipeline hésite encore pour valider le budget,BUSINESS
Je demande ne respecte pas le droit immédiatement,HR_COMPLAINT
La trésorerie manque de justificatif,ACCOUNTING
Le management porte atteinte à ma dignité et j'ai vu la médecine du travail,HR_COMPLAINT
Elle est toxique depuis qu'il est arrivé,GOSSIP
L'exception a échoué paramètre manquant,TECH
Refuse le plafond tout de suite,BANKING
Le build est null erreur de syntaxe,TECH
Tentative d'intrusion signale une alerte depuis une IP suspecte,CYBER
Payload malveillant contourne la sécurité exfiltration de données,CYBER
Bloque le découvert c'est une fraude,BANKING
Ce comportement est inacceptable immédiatement,HR_COMPLAINT
La boucle while n'est pas typé fuite de mémoire,TECH
Le chef a eu le poste par piston tout le monde le sait,GOSSIP
L'écriture comptable montre un écart dans le logiciel SAP,ACCOUNTING
La latence réseau est plein à 90% alerte monitoring,INFRA
Le client doit être relancé pour valider le budget,BUSINESS
Le contrat est prioritaire pour valider le budget,BUSINESS
Je demande une rupture conventionnelle depuis des mois,HR_COMPLAINT
Ton salaire est de 45k hors avantages en nature,HR_HIRING
L'offre sera versé après la période d'essai,HR_HIRING
La propale va signer,BUSINESS
Le passif circulant est à revoir au passif du bilan,ACCOUNTING
Le report à nouveau est à revoir,ACCOUNTING
Augmente le découvert code erroné,BANKING
L'appel d'offres est gagné selon le CRM,BUSINESS
La latence réseau est plein à 90% erreur matérielle,INFRA
Une faille XSS inconnue détectée sur la DMZ,CYBER
La bande passante ne répond plus dans la salle serveur,INFRA
Le ventilateur est down erreur matérielle,INFRA
Le script Python est déprécié dans la librairie,TECH
Le ransomware sur le port 22 par le WAF,CYBER
Le disque dur surchauffe coupure de courant,INFRA
Le script Python provoque un segfault paramètre manquant,TECH
Le chiffre d'affaires avance bien avant la deadline,BUSINESS
L'écriture comptable est fausse,ACCOUNTING
Autorise le plafond suite au vol,BANKING
C'est une est incompétent c'est une blague,GOSSIP
La négociation hésite encore sur le marché US,BUSINESS
Le script Python n'est pas typé fuite de mémoire,TECH
C'est un ne sait rien faire c'est hallucinant,GOSSIP
La directrice est hypocrite c'est hallucinant,GOSSIP
Le pipeline va signer pour le Q4,BUSINESS
Ce comportement porte atteinte à ma dignité,HR_COMPLAINT
Les stock-options est négociable dans le contrat de travail,HR_HIRING
Rejette la transaction sans contact,BANKING
Le grand livre est en attente au passif du bilan,ACCOUNTING
Suspends le plafond car je n'ai pas fait cet achat,BANKING
Attaque DDoS intercepté par le WAF,CYBER
C'est un est toxique,GOSSIP
La bande passante doit être redémarré erreur matérielle,INFRA
Je demande est une faute grave au travail,HR_COMPLAINT
Le brut annuel inclut des actions avec une prime à la signature,HR_HIRING
La fonction est undefined dans la librairie,TECH
Le package est au-dessus du marché dans le contrat de travail,HR_HIRING
Le management est anxiogène immédiatement,HR_COMPLAINT
La variable ne compile pas dans le main,TECH
Le deal est prioritaire avec la clause de sortie,BUSINESS
Autorise le virement SEPA pour suspicion,BANKING
Annule le virement tout de suite,BANKING
Les RTT dépend de l'expérience sur 13 mois,HR_HIRING
Le package sera versé après la période d'essai,HR_HIRING
Le bilan est incorrecte dans le logiciel SAP,ACCOUNTING
Le brut annuel est validé si tu signes demain,HR_HIRING
Ce type a eu le poste par piston c'est hallucinant,GOSSIP
Le harcèlement est inacceptable et je saisis les prud'hommes,HR_COMPLAINT
Attaque DDoS a été bloqué niveau critique,CYBER
Payload malveillant inconnue détectée niveau critique,CYBER
Le processeur CPU est hors ligne il faut remplacer la pièce,INFRA
Le harcèlement est anxiogène depuis des mois,HR_COMPLAINT
Une faille XSS signale une alerte exfiltration de données,CYBER
L'API REST renvoie une erreur 404 dans la librairie,TECH
Le harcèlement me met en danger et j'ai vu la médecine du travail,HR_COMPLAINT
Le fichier JSON renvoie une erreur 404 problème de dépendance,TECH
Le processeur CPU perd des paquets alerte monitoring,INFRA
Valide le sans contact code erroné,BANKING
La bande passante est déconnecté alerte monitoring,INFRA
C'est un est un incapable c'est hallucinant,GOSSIP
Le disque dur surchauffe sur le node 1,INFRA
Le câble Ethernet doit être redémarré il faut remplacer la pièce,INFRA
Le nouveau est toxique tout le monde le sait,GOSSIP
Le contrat doit être relancé selon le CRM,BUSINESS
Rejette le chèque pour suspicion,BANKING
Le package est validé sur 13 mois,HR_HIRING
La rémunération est de 45k après la période d'essai,HR_HIRING
Ce comportement me met en danger et je saisis les prud'hommes,HR_COMPLAINT
Le compilateur est déprécié paramètre manquant,TECH
Je signale me met en danger immédiatement,HR_COMPLAINT
Le management me met en danger,HR_COMPLAINT
La liasse fiscale montre un écart,ACCOUNTING
Le switch est hors ligne erreur matérielle,INFRA
La propale avance bien pour le Q4,BUSINESS
L'alimentation ne répond plus coupure de courant,INFRA
Le disque dur sature erreur matérielle,INFRA
La latence réseau a grillé sur le node 1,INFRA
Refuse le paiement suite au vol,BANKING
Le switch a grillé il faut remplacer la pièce,INFRA
Cette situation doit cesser et je saisis les prud'hommes,HR_COMPLAINT
Je subis me met en danger et je saisis les prud'hommes,HR_COMPLAINT
L'authentification 2FA est expiré patch de sécurité requis,CYBER
Le passif circulant pose problème,ACCOUNTING
Le module est déprécié sur la branche dev,TECH
Injection SQL chiffre les données patch de sécurité requis,CYBER
Certificat SSL est expiré exfiltration de données,CYBER
Le switch est down ping élevé,INFRA
Ma sécurité porte atteinte à ma dignité et j'ai vu la médecine du travail,HR_COMPLAINT
Le ventilateur fait du bruit dans la salle serveur,INFRA
Le ransomware mis en quarantaine patch de sécurité requis,CYBER
Le VPN fait du bruit alerte monitoring,INFRA
Débloque le prélèvement immédiatement,BANKING
La boucle while lance une stacktrace sur la branche dev,TECH
Ce type se la raconte je le supporte pas,GOSSIP
Annule le code PIN pour suspicion,BANKING
L'appel d'offres avance bien selon le CRM,BUSINESS
Le closing avance bien,BUSINESS
La note de frais ne s'équilibre pas,ACCOUNTING
Elle est bête je le supporte pas,GOSSIP
L'argument ne compile pas dans la librairie,TECH
Le lettrage ne s'équilibre pas dans le journal des achats,ACCOUNTING
Le contrat avance bien avec la clause de sortie,BUSINESS
Je subis une plainte au travail,HR_COMPLAINT
L'accès root est expiré niveau critique,CYBER
La boucle while provoque un segfault après le commit,TECH
La clause d'exclusivité est prioritaire face à la concurrence,BUSINESS
Ce type a eu le poste par piston tout le monde le sait,GOSSIP
Le closing est bloqué au juridique selon le CRM,BUSINESS
Le management ne respecte pas le droit au travail,HR_COMPLAINT
La prime est négociable dans le contrat de travail,HR_HIRING
La latence réseau a grillé coupure de courant,INFRA
La note de frais doit être régularisé suite à l'erreur de saisie,ACCOUNTING
La balance âgée pose problème,ACCOUNTING
Le prospect doit être relancé avant la deadline,BUSINESS
Les stock-options est trop bas pour ce poste senior,HR_HIRING
Tentative d'intrusion intercepté exfiltration de données,CYBER
Rejette le prélèvement suite au vol,BANKING
Je demande est inacceptable depuis des mois,HR_COMPLAINT
La variable est en lecture seule fuite de mémoire,TECH
Annule le prélèvement sur le compte joint,BANKING
Injection SQL sur le port 22 brute force,CYBER
Suspends le plafond suite au vol,BANKING
Le phishing contourne la sécurité par le WAF,CYBER
Les stock-options est négociable après la période d'essai,HR_HIRING
La note de frais n'est pas comptabilisé dans le logiciel SAP,ACCOUNTING
Ma sécurité est anxiogène,HR_COMPLAINT
Le prospect nécessite un rabais selon le CRM,BUSINESS
Le ransomware a été bloqué par le WAF,CYBER
C'est une a eu le poste par piston tout le monde le sait,GOSSIP
C'est une est nul à chier je le supporte pas,GOSSIP
Le firewall sur le port 22 depuis une IP suspecte,CYBER
L'alimentation a grillé erreur matérielle,INFRA
Le phishing signale une alerte exfiltration de données,CYBER
La requête HTTP est en lecture seule problème de dépendance,TECH
Je subis est toxique et j'ai vu la médecine du travail,HR_COMPLAINT
Le lettrage pose problème au passif du bilan,ACCOUNTING
Le chiffre d'affaires hésite encore avec la clause de sortie,BUSINESS
Le lettrage est fausse,ACCOUNTING
La directrice est un fumiste depuis qu'il est arrivé,GOSSIP
Le prospect va signer selon le CRM,BUSINESS
Je demande porte atteinte à ma dignité au travail,HR_COMPLAINT
Le management me met en danger et j'ai vu la médecine du travail,HR_COMPLAINT
Le chiffre d'affaires est bloqué au juridique pour le Q4,BUSINESS
Le closing hésite encore,BUSINESS
Confirme le code PIN pour suspicion,BANKING
C'est une se la raconte tout le monde le sait,GOSSIP
Le VPN fait du bruit il faut remplacer la pièce,INFRA
Annule le code PIN immédiatement,BANKING
L'actif immobilisé est fausse suite à l'erreur de saisie,ACCOUNTING
Le firewall mis en quarantaine compromission du compte,CYBER
Le chef a eu le poste par piston c'est hallucinant,GOSSIP
Le script Python ne compile pas dans la librairie,TECH
Rejette le débit tout de suite,BANKING
Tu me manques terriblement. <3,LOVE
Le framework est null sur la branche dev,TECH
Le lettrage manque de justificatif suite à l'erreur de saisie,ACCOUNTING
L'avoir client est imputé par erreur dans le journal des achats,ACCOUNTING
Signature virale mis en quarantaine exfiltration de données,CYBER
Le nouveau est toxique je le supporte pas,GOSSIP
Augmente le virement sans contact,BANKING
Le processeur CPU sature ping élevé,INFRA
Le contrat avance bien,BUSINESS
Autorise le plafond sur le compte joint,BANKING
Le grand livre n'est pas comptabilisé au passif du bilan,ACCOUNTING
La déclaration de TVA ne s'équilibre pas suite à l'erreur de saisie,ACCOUNTING
La trésorerie est fausse,ACCOUNTING
La prime dépend de l'expérience si tu signes demain,HR_HIRING
Le closing avance bien selon le CRM,BUSINESS
La requête HTTP est undefined dans le main,TECH
Le pipeline est prioritaire selon le CRM,BUSINESS
La note de frais doit être régularisé,ACCOUNTING
Le management porte atteinte à ma dignité,HR_COMPLAINT
Les tickets resto est négociable hors avantages en nature,HR_HIRING
Oppose le découvert sur le compte joint,BANKING
Oppose le débit tout de suite,BANKING
La bande passante fait du bruit il faut remplacer la pièce,INFRA
Je signale une rupture conventionnelle et je saisis les prud'hommes,HR_COMPLAINT
La déclaration de TVA manque de justificatif,ACCOUNTING
Ma sécurité une plainte depuis des mois,HR_COMPLAINT
Le firewall intercepté depuis une IP suspecte,CYBER
Le build n'est pas typé dans la librairie,TECH
Le deal avance bien face à la concurrence,BUSINESS
Le fichier JSON renvoie une erreur 404 après le commit,TECH
Le disque dur surchauffe alerte monitoring,INFRA
Le pointeur est null erreur de syntaxe,TECH
Attaque DDoS en cours compromission du compte,CYBER
Oppose le prélèvement je suis à découvert,BANKING
La fonction n'est pas typé paramètre manquant,TECH
La directrice est bête,GOSSIP
Bloque le débit immédiatement,BANKING
Le bilan n'est pas lettré,ACCOUNTING
Ton salaire inclut des actions selon la grille RH,HR_HIRING
Elle se la raconte je le supporte pas,GOSSIP
Le télétravail est au-dessus du marché après la période d'essai,HR_HIRING
Le phishing mis en quarantaine patch de sécurité requis,CYBER
La mutuelle est trop bas selon la grille RH,HR_HIRING
