Phrase_FR,Phrase_EN,Topic
Le prospect gueule au téléphone il faut l'appeler d'urgence.,The prospect is yelling on the phone must call him urgently.,BUSINESS
Le noyau Linux renvoie une erreur OOMKilled problème de ressources.,The Linux kernel returns an OOMKilled error resource issue.,INFRA
Le directeur demande un remboursement car le service est nul.,The director asks for a refund because the service sucks.,BUSINESS
Le client VIP est hors de lui sur le dossier en cours.,The VIP client is beside himself on the current file.,BUSINESS
Le client refuse de payer et il part à la concurrence.,The client refuses to pay and he goes to competition.,BUSINESS
Le service systemd est corrompu(e) logs inaccessibles.,The systemd service is corrupted logs inaccessible.,INFRA
Je vois.,I see.,MISC
Le prospect menace de partir et il part à la concurrence.,The prospect threatens to leave and he goes to competition.,BUSINESS
Le prospect refuse de payer et il part à la concurrence.,The prospect refuses to pay and he goes to competition.,BUSINESS
Le grand compte est très mécontent et il part à la concurrence.,The key account is very dissatisfied and he goes to competition.,BUSINESS
Le cluster K8s est en état CrashLoopBackOff vérifie le fichier yaml.,The K8s cluster is in CrashLoopBackOff state check yaml file.,INFRA
Le directeur gueule au téléphone sur le dossier en cours.,The director is yelling on the phone on the current file.,BUSINESS
Le service systemd a crashé sur le noeud master.,The systemd service crashed on the master node.,INFRA
Le directeur demande un remboursement il faut l'appeler d'urgence.,The director asks for a refund must call him urgently.,BUSINESS
L'image Docker a fait un kernel panic erreur de config.,The Docker image caused a kernel panic config error.,INFRA
L'acheteur est très mécontent suite à la panne.,The buyer is very dissatisfied following the outage.,BUSINESS
Le noyau Linux ne démarre pas problème de ressources.,The Linux kernel does not start resource issue.,INFRA
Le pod ne monte pas le volume logs inaccessibles.,The pod does not mount volume logs inaccessible.,INFRA
Le service systemd renvoie une erreur OOMKilled vérifie le fichier yaml.,The systemd service returns an OOMKilled error check yaml file.,INFRA
L'acheteur est très mécontent et il part à la concurrence.,The buyer is very dissatisfied and he goes to competition.,BUSINESS
Le directeur est très mécontent il faut l'appeler d'urgence.,The director is very dissatisfied must call him urgently.,BUSINESS
L'image Docker ne démarre pas sur le noeud master.,The Docker image does not start on the master node.,INFRA
Le prospect est hors de lui suite à la panne.,The prospect is beside himself following the outage.,BUSINESS
Le kubelet ne démarre pas problème de ressources.,The kubelet does not start resource issue.,INFRA
Le namespace a crashé logs inaccessibles.,The namespace crashed logs inaccessible.,INFRA
Tu me manques.,I miss you.,LOVE
Le client veut résilier son contrat il faut l'appeler d'urgence.,The client wants to terminate his contract must call him urgently.,BUSINESS
Le directeur veut résilier son contrat à cause du retard.,The director wants to terminate his contract because of the delay.,BUSINESS
Le grand compte est très mécontent à cause du retard.,The key account is very dissatisfied because of the delay.,BUSINESS
Le cluster K8s a fait un kernel panic problème de ressources.,The K8s cluster caused a kernel panic resource issue.,INFRA
Un déni de service cible le load balancer c'est massif.,A denial of service targets the load balancer it is massive.,CYBER
Le grand compte menace de partir sur le dossier en cours.,The key account threatens to leave on the current file.,BUSINESS
Le directeur refuse de payer il faut l'appeler d'urgence.,The director refuses to pay must call him urgently.,BUSINESS
Une attaque par amplification fait tomber le site sur l'IP publique.,Amplification attack takes down the site on public IP.,CYBER
Un flood SYN a submergé le firewall mitigation en cours.,A SYN flood overwhelmed the firewall mitigation in progress.,CYBER
Le namespace a crashé sur le noeud master.,The namespace crashed on the master node.,INFRA
Le namespace est en état CrashLoopBackOff erreur de config.,The namespace is in CrashLoopBackOff state config error.,INFRA
Le pod a fait un kernel panic erreur de config.,The pod caused a kernel panic config error.,INFRA
Le trafic illégitime sature la bande passante c'est massif.,Illegitimate traffic saturates bandwidth it is massive.,CYBER
Le démon est en état CrashLoopBackOff logs inaccessibles.,The daemon is in CrashLoopBackOff state logs inaccessible.,INFRA
Une attaque volumétrique fait tomber le site trafic sortant bloqué.,A volumetric attack takes down the site outgoing traffic blocked.,CYBER
Bisous.,Kisses.,LOVE
Le directeur demande un remboursement sur le dossier en cours.,The director asks for a refund on the current file.,BUSINESS
Une attaque par amplification fait tomber le site mitigation en cours.,Amplification attack takes down the site mitigation in progress.,CYBER
Un déni de service fait tomber le site impact critique.,A denial of service takes down the site critical impact.,CYBER
Le cluster K8s ne monte pas le volume problème de ressources.,The K8s cluster does not mount volume resource issue.,INFRA
Le service systemd est corrompu(e) erreur de config.,The systemd service is corrupted config error.,INFRA
Le client demande un remboursement il faut l'appeler d'urgence.,The client asks for a refund must call him urgently.,BUSINESS
Le grand compte est très mécontent suite à la panne.,The key account is very dissatisfied following the outage.,BUSINESS
Un flood SYN cible le load balancer sur l'IP publique.,A SYN flood targets the load balancer on public IP.,CYBER
Un flood SYN sature la bande passante impact critique.,A SYN flood saturates bandwidth critical impact.,CYBER
Le kubelet renvoie une erreur OOMKilled après la mise à jour.,The kubelet returns an OOMKilled error after update.,INFRA
Une attaque volumétrique bombarde le serveur impact critique.,A volumetric attack bombs the server critical impact.,CYBER
L'acheteur fait un scandale car le service est nul.,The buyer is making a scene because the service sucks.,BUSINESS
Le trafic illégitime cible le load balancer c'est massif.,Illegitimate traffic targets the load balancer it is massive.,CYBER
Le client gueule au téléphone il faut l'appeler d'urgence.,The client is yelling on the phone must call him urgently.,BUSINESS
Un flood SYN cible le load balancer c'est massif.,A SYN flood targets the load balancer it is massive.,CYBER
Le client VIP est furieux à cause du retard.,The VIP client is furious because of the delay.,BUSINESS
Le client VIP refuse de payer sur le dossier en cours.,The VIP client refuses to pay on the current file.,BUSINESS
L'acheteur demande un remboursement c'est inadmissible.,The buyer asks for a refund it is unacceptable.,BUSINESS
Une attaque volumétrique provocant un black-out trafic sortant bloqué.,A volumetric attack causing a blackout outgoing traffic blocked.,CYBER
Le namespace renvoie une erreur OOMKilled logs inaccessibles.,The namespace returns an OOMKilled error logs inaccessible.,INFRA
Un flood SYN fait tomber le site c'est massif.,A SYN flood takes down the site it is massive.,CYBER
Une attaque DDoS a submergé le firewall depuis des IP chinoises.,A DDoS attack overwhelmed the firewall from Chinese IPs.,CYBER
Le conteneur doit être redémarré(e) problème de ressources.,The container must be restarted resource issue.,INFRA
Un flood UDP provocant un black-out c'est massif.,A UDP flood causing a blackout it is massive.,CYBER
Dac.,Ok.,MISC
Le directeur demande un remboursement suite à la panne.,The director asks for a refund following the outage.,BUSINESS
Le démon a crashé problème de ressources.,The daemon crashed resource issue.,INFRA
Le prospect est très mécontent c'est inadmissible.,The prospect is very dissatisfied it is unacceptable.,BUSINESS
Le directeur gueule au téléphone à cause du retard.,The director is yelling on the phone because of the delay.,BUSINESS
Le conteneur doit être redémarré(e) logs inaccessibles.,The container must be restarted logs inaccessible.,INFRA
Le prospect menace de partir c'est inadmissible.,The prospect threatens to leave it is unacceptable.,BUSINESS
Le prospect est hors de lui et il part à la concurrence.,The prospect is beside himself and he goes to competition.,BUSINESS
Le directeur est très mécontent et il part à la concurrence.,The director is very dissatisfied and he goes to competition.,BUSINESS
Le pod a crashé vérifie le fichier yaml.,The pod crashed check yaml file.,INFRA
Le conteneur est corrompu(e) vérifie le fichier yaml.,The container is corrupted check yaml file.,INFRA
Une attaque DDoS cible le load balancer sur l'IP publique.,A DDoS attack targets the load balancer on public IP.,CYBER
Le démon a fait un kernel panic après la mise à jour.,The daemon caused a kernel panic after update.,INFRA
L'image Docker renvoie une erreur OOMKilled vérifie le fichier yaml.,The Docker image returns an OOMKilled error check yaml file.,INFRA
Un flood UDP est détecté(e) par l'anti-DDoS mitigation en cours.,A UDP flood is detected by anti-DDoS mitigation in progress.,CYBER
Le grand compte veut résilier son contrat suite à la panne.,The key account wants to terminate his contract following the outage.,BUSINESS
L'image Docker ne monte pas le volume erreur de config.,The Docker image does not mount volume config error.,INFRA
Le grand compte refuse de payer sur le dossier en cours.,The key account refuses to pay on the current file.,BUSINESS
L'acheteur est hors de lui il faut l'appeler d'urgence.,The buyer is beside himself must call him urgently.,BUSINESS
Le botnet sature la bande passante sur l'IP publique.,The botnet saturates bandwidth on public IP.,CYBER
L'exception est invalide dans la boucle.,The exception is invalid in the loop.,TECH
Le botnet fait tomber le site sur l'IP publique.,The botnet takes down the site on public IP.,CYBER
Le client VIP fait un scandale et il part à la concurrence.,The VIP client is making a scene and he goes to competition.,BUSINESS
Le botnet bombarde le serveur c'est massif.,The botnet bombs the server it is massive.,CYBER
Une attaque volumétrique fait tomber le site impact critique.,A volumetric attack takes down the site critical impact.,CYBER
Le pod a fait un kernel panic sur le noeud master.,The pod caused a kernel panic on the master node.,INFRA
Je t'aime.,I love you.,LOVE
Le conteneur est corrompu(e) sur le noeud master.,The container is corrupted on the master node.,INFRA
Un flood UDP a submergé le firewall trafic sortant bloqué.,A UDP flood overwhelmed the firewall outgoing traffic blocked.,CYBER
L'acheteur demande un remboursement suite à la panne.,The buyer asks for a refund following the outage.,BUSINESS
Le service systemd doit être redémarré(e) logs inaccessibles.,The systemd service must be restarted logs inaccessible.,INFRA
Le kubelet ne monte pas le volume après la mise à jour.,The kubelet does not mount volume after update.,INFRA
Le pod a crashé après la mise à jour.,The pod crashed after update.,INFRA
Le prospect est hors de lui il faut l'appeler d'urgence.,The prospect is beside himself must call him urgently.,BUSINESS
Le conteneur a fait un kernel panic erreur de config.,The container caused a kernel panic config error.,INFRA
Le démon est corrompu(e) sur le noeud master.,The daemon is corrupted on the master node.,INFRA
Le conteneur renvoie une erreur OOMKilled sur le noeud master.,The container returns an OOMKilled error on the master node.,INFRA
Une attaque volumétrique est détecté(e) par l'anti-DDoS mitigation en cours.,A volumetric attack is detected by anti-DDoS mitigation in progress.,CYBER
Le grand compte refuse de payer c'est inadmissible.,The key account refuses to pay it is unacceptable.,BUSINESS
Une attaque DDoS bombarde le serveur c'est massif.,A DDoS attack bombs the server it is massive.,CYBER
Le directeur refuse de payer car le service est nul.,The director refuses to pay because the service sucks.,BUSINESS
L'acheteur est très mécontent car le service est nul.,The buyer is very dissatisfied because the service sucks.,BUSINESS
Le client VIP a envoyé une mise en demeure car le service est nul.,The VIP client sent a formal notice because the service sucks.,BUSINESS
L'image Docker a crashé après la mise à jour.,The Docker image crashed after update.,INFRA
L'image Docker renvoie une erreur OOMKilled problème de ressources.,The Docker image returns an OOMKilled error resource issue.,INFRA
Le pod doit être redémarré(e) problème de ressources.,The pod must be restarted resource issue.,INFRA
L'acheteur est très mécontent à cause du retard.,The buyer is very dissatisfied because of the delay.,BUSINESS
L'acheteur menace de partir et il part à la concurrence.,The buyer threatens to leave and he goes to competition.,BUSINESS
Il est nul.,He is useless.,GOSSIP
Le client est furieux à cause du retard.,The client is furious because of the delay.,BUSINESS
Le conteneur est corrompu(e) erreur de config.,The container is corrupted config error.,INFRA
Le démon ne monte pas le volume vérifie le fichier yaml.,The daemon does not mount volume check yaml file.,INFRA
Le client VIP demande un remboursement il faut l'appeler d'urgence.,The VIP client asks for a refund must call him urgently.,BUSINESS
Le client VIP veut résilier son contrat à cause du retard.,The VIP client wants to terminate his contract because of the delay.,BUSINESS
Le conteneur est en état CrashLoopBackOff sur le noeud master.,The container is in CrashLoopBackOff state on the master node.,INFRA
Le grand compte menace de partir car le service est nul.,The key account threatens to leave because the service sucks.,BUSINESS
Le directeur a envoyé une mise en demeure suite à la panne.,The director sent a formal notice following the outage.,BUSINESS
Le service systemd a fait un kernel panic problème de ressources.,The systemd service caused a kernel panic resource issue.,INFRA
Le client VIP demande un remboursement c'est inadmissible.,The VIP client asks for a refund it is unacceptable.,BUSINESS
Le prospect a envoyé une mise en demeure sur le dossier en cours.,The prospect sent a formal notice on the current file.,BUSINESS
L'image Docker est en état CrashLoopBackOff problème de ressources.,The Docker image is in CrashLoopBackOff state resource issue.,INFRA
Le client demande un remboursement c'est inadmissible.,The client asks for a refund it is unacceptable.,BUSINESS
Le noyau Linux a fait un kernel panic sur le noeud master.,The Linux kernel caused a kernel panic on the master node.,INFRA
Le service systemd a crashé erreur de config.,The systemd service crashed config error.,INFRA
Une attaque volumétrique provocant un black-out c'est massif.,A volumetric attack causing a blackout it is massive.,CYBER
Un flood SYN sature la bande passante trafic sortant bloqué.,A SYN flood saturates bandwidth outgoing traffic blocked.,CYBER
Le démon a crashé après la mise à jour.,The daemon crashed after update.,INFRA
Le kubelet a fait un kernel panic logs inaccessibles.,The kubelet caused a kernel panic logs inaccessible.,INFRA
Un flood SYN a submergé le firewall impact critique.,A SYN flood overwhelmed the firewall critical impact.,CYBER
Le directeur veut résilier son contrat suite à la panne.,The director wants to terminate his contract following the outage.,BUSINESS
Une attaque DDoS provocant un black-out c'est massif.,A DDoS attack causing a blackout it is massive.,CYBER
Le client est très mécontent c'est inadmissible.,The client is very dissatisfied it is unacceptable.,BUSINESS
Le conteneur ne démarre pas après la mise à jour.,The container does not start after update.,INFRA
Un déni de service est détecté(e) par l'anti-DDoS mitigation en cours.,A denial of service is detected by anti-DDoS mitigation in progress.,CYBER
Le client veut résilier son contrat c'est inadmissible.,The client wants to terminate his contract it is unacceptable.,BUSINESS
Le botnet a submergé le firewall mitigation en cours.,The botnet overwhelmed the firewall mitigation in progress.,CYBER
Le client refuse de payer suite à la panne.,The client refuses to pay following the outage.,BUSINESS
Le directeur est furieux car le service est nul.,The director is furious because the service sucks.,BUSINESS
Le namespace renvoie une erreur OOMKilled problème de ressources.,The namespace returns an OOMKilled error resource issue.,INFRA
Le pod a fait un kernel panic problème de ressources.,The pod caused a kernel panic resource issue.,INFRA
Le directeur est hors de lui suite à la panne.,The director is beside himself following the outage.,BUSINESS
Une attaque par amplification cible le load balancer depuis des IP chinoises.,Amplification attack targets the load balancer from Chinese IPs.,CYBER
Un flood UDP bombarde le serveur trafic sortant bloqué.,A UDP flood bombs the server outgoing traffic blocked.,CYBER
Le client a envoyé une mise en demeure suite à la panne.,The client sent a formal notice following the outage.,BUSINESS
Un déni de service bombarde le serveur impact critique.,A denial of service bombs the server critical impact.,CYBER
Le grand compte veut résilier son contrat car le service est nul.,The key account wants to terminate his contract because the service sucks.,BUSINESS
Le directeur refuse de payer suite à la panne.,The director refuses to pay following the outage.,BUSINESS
Le noyau Linux ne démarre pas vérifie le fichier yaml.,The Linux kernel does not start check yaml file.,INFRA
Le prospect fait un scandale il faut l'appeler d'urgence.,The prospect is making a scene must call him urgently.,BUSINESS
Un flood UDP fait tomber le site impact critique.,A UDP flood takes down the site critical impact.,CYBER
Le client VIP est furieux suite à la panne.,The VIP client is furious following the outage.,BUSINESS
Une attaque par amplification sature la bande passante trafic sortant bloqué.,Amplification attack saturates bandwidth outgoing traffic blocked.,CYBER
Le directeur gueule au téléphone il faut l'appeler d'urgence.,The director is yelling on the phone must call him urgently.,BUSINESS
Le directeur est hors de lui il faut l'appeler d'urgence.,The director is beside himself must call him urgently.,BUSINESS
Une attaque par amplification bombarde le serveur mitigation en cours.,Amplification attack bombs the server mitigation in progress.,CYBER
Une attaque par amplification est détecté(e) par l'anti-DDoS impact critique.,Amplification attack is detected by anti-DDoS critical impact.,CYBER
Une attaque volumétrique cible le load balancer trafic sortant bloqué.,A volumetric attack targets the load balancer outgoing traffic blocked.,CYBER
Le grand compte est très mécontent il faut l'appeler d'urgence.,The key account is very dissatisfied must call him urgently.,BUSINESS
Une attaque DDoS est détecté(e) par l'anti-DDoS impact critique.,A DDoS attack is detected by anti-DDoS critical impact.,CYBER
Une attaque volumétrique sature la bande passante sur l'IP publique.,A volumetric attack saturates bandwidth on public IP.,CYBER
Le namespace ne démarre pas vérifie le fichier yaml.,The namespace does not start check yaml file.,INFRA
Un déni de service provocant un black-out mitigation en cours.,A denial of service causing a blackout mitigation in progress.,CYBER
Le kubelet a fait un kernel panic après la mise à jour.,The kubelet caused a kernel panic after update.,INFRA
Le noyau Linux ne monte pas le volume sur le noeud master.,The Linux kernel does not mount volume on the master node.,INFRA
Le client VIP gueule au téléphone c'est inadmissible.,The VIP client is yelling on the phone it is unacceptable.,BUSINESS
L'acheteur a envoyé une mise en demeure c'est inadmissible.,The buyer sent a formal notice it is unacceptable.,BUSINESS
Un déni de service fait tomber le site mitigation en cours.,A denial of service takes down the site mitigation in progress.,CYBER
Le cluster K8s est corrompu(e) erreur de config.,The K8s cluster is corrupted config error.,INFRA
Le client a envoyé une mise en demeure et il part à la concurrence.,The client sent a formal notice and he goes to competition.,BUSINESS
Le namespace ne démarre pas sur le noeud master.,The namespace does not start on the master node.,INFRA
L'image Docker doit être redémarré(e) problème de ressources.,The Docker image must be restarted resource issue.,INFRA
Le client VIP est très mécontent sur le dossier en cours.,The VIP client is very dissatisfied on the current file.,BUSINESS
Le service systemd est en état CrashLoopBackOff erreur de config.,The systemd service is in CrashLoopBackOff state config error.,INFRA
Le namespace a fait un kernel panic erreur de config.,The namespace caused a kernel panic config error.,INFRA
Le conteneur doit être redémarré(e) sur le noeud master.,The container must be restarted on the master node.,INFRA
Le directeur fait un scandale car le service est nul.,The director is making a scene because the service sucks.,BUSINESS
Le démon ne démarre pas problème de ressources.,The daemon does not start resource issue.,INFRA
Le cluster K8s a fait un kernel panic sur le noeud master.,The K8s cluster caused a kernel panic on the master node.,INFRA
Un déni de service provocant un black-out sur l'IP publique.,A denial of service causing a blackout on public IP.,CYBER
Le pod est corrompu(e) après la mise à jour.,The pod is corrupted after update.,INFRA
Le kubelet renvoie une erreur OOMKilled erreur de config.,The kubelet returns an OOMKilled error config error.,INFRA
Une attaque par amplification a submergé le firewall c'est massif.,Amplification attack overwhelmed the firewall it is massive.,CYBER
Le noyau Linux est corrompu(e) après la mise à jour.,The Linux kernel is corrupted after update.,INFRA
Le client VIP veut résilier son contrat car le service est nul.,The VIP client wants to terminate his contract because the service sucks.,BUSINESS
Le client VIP fait un scandale il faut l'appeler d'urgence.,The VIP client is making a scene must call him urgently.,BUSINESS
Le directeur est très mécontent c'est inadmissible.,The director is very dissatisfied it is unacceptable.,BUSINESS
Le démon est corrompu(e) logs inaccessibles.,The daemon is corrupted logs inaccessible.,INFRA
Le client VIP demande un remboursement sur le dossier en cours.,The VIP client asks for a refund on the current file.,BUSINESS
Le prospect gueule au téléphone car le service est nul.,The prospect is yelling on the phone because the service sucks.,BUSINESS
Le client veut résilier son contrat à cause du retard.,The client wants to terminate his contract because of the delay.,BUSINESS
Une attaque par amplification sature la bande passante sur l'IP publique.,Amplification attack saturates bandwidth on public IP.,CYBER
Le botnet est détecté(e) par l'anti-DDoS impact critique.,The botnet is detected by anti-DDoS critical impact.,CYBER
Le pod est en état CrashLoopBackOff sur le noeud master.,The pod is in CrashLoopBackOff state on the master node.,INFRA
Le botnet sature la bande passante impact critique.,The botnet saturates bandwidth critical impact.,CYBER
L'image Docker a fait un kernel panic logs inaccessibles.,The Docker image caused a kernel panic logs inaccessible.,INFRA
Le prospect fait un scandale car le service est nul.,The prospect is making a scene because the service sucks.,BUSINESS
Un déni de service fait tomber le site trafic sortant bloqué.,A denial of service takes down the site outgoing traffic blocked.,CYBER
Le prospect est hors de lui car le service est nul.,The prospect is beside himself because the service sucks.,BUSINESS
Le client demande un remboursement et il part à la concurrence.,The client asks for a refund and he goes to competition.,BUSINESS
Le botnet provocant un black-out c'est massif.,The botnet causing a blackout it is massive.,CYBER
Le démon renvoie une erreur OOMKilled sur le noeud master.,The daemon returns an OOMKilled error on the master node.,INFRA
Le kubelet ne démarre pas logs inaccessibles.,The kubelet does not start logs inaccessible.,INFRA
L'acheteur a envoyé une mise en demeure suite à la panne.,The buyer sent a formal notice following the outage.,BUSINESS
Le prospect demande un remboursement c'est inadmissible.,The prospect asks for a refund it is unacceptable.,BUSINESS
Le directeur est furieux c'est inadmissible.,The director is furious it is unacceptable.,BUSINESS
Le prospect menace de partir à cause du retard.,The prospect threatens to leave because of the delay.,BUSINESS
Le kubelet ne monte pas le volume erreur de config.,The kubelet does not mount volume config error.,INFRA
Le client VIP refuse de payer c'est inadmissible.,The VIP client refuses to pay it is unacceptable.,BUSINESS
Le noyau Linux ne monte pas le volume après la mise à jour.,The Linux kernel does not mount volume after update.,INFRA
Le trafic illégitime cible le load balancer impact critique.,Illegitimate traffic targets the load balancer critical impact.,CYBER
Le client refuse de payer c'est inadmissible.,The client refuses to pay it is unacceptable.,BUSINESS
Une attaque DDoS cible le load balancer c'est massif.,A DDoS attack targets the load balancer it is massive.,CYBER
Le pod est en état CrashLoopBackOff logs inaccessibles.,The pod is in CrashLoopBackOff state logs inaccessible.,INFRA
Le grand compte menace de partir suite à la panne.,The key account threatens to leave following the outage.,BUSINESS
Une attaque DDoS est détecté(e) par l'anti-DDoS mitigation en cours.,A DDoS attack is detected by anti-DDoS mitigation in progress.,CYBER
Le pod doit être redémarré(e) vérifie le fichier yaml.,The pod must be restarted check yaml file.,INFRA
L'image Docker doit être redémarré(e) après la mise à jour.,The Docker image must be restarted after update.,INFRA
Un flood SYN fait tomber le site trafic sortant bloqué.,A SYN flood takes down the site outgoing traffic blocked.,CYBER
Une attaque volumétrique fait tomber le site c'est massif.,A volumetric attack takes down the site it is massive.,CYBER
Le cluster K8s ne démarre pas erreur de config.,The K8s cluster does not start config error.,INFRA
Le directeur demande un remboursement c'est inadmissible.,The director asks for a refund it is unacceptable.,BUSINESS
Le prospect gueule au téléphone c'est inadmissible.,The prospect is yelling on the phone it is unacceptable.,BUSINESS
Le client VIP fait un scandale suite à la panne.,The VIP client is making a scene following the outage.,BUSINESS
Le cluster K8s renvoie une erreur OOMKilled logs inaccessibles.,The K8s cluster returns an OOMKilled error logs inaccessible.,INFRA
Le namespace renvoie une erreur OOMKilled vérifie le fichier yaml.,The namespace returns an OOMKilled error check yaml file.,INFRA
Le prospect est très mécontent à cause du retard.,The prospect is very dissatisfied because of the delay.,BUSINESS
Le prospect est très mécontent suite à la panne.,The prospect is very dissatisfied following the outage.,BUSINESS
Le démon est corrompu(e) vérifie le fichier yaml.,The daemon is corrupted check yaml file.,INFRA
Le conteneur est en état CrashLoopBackOff vérifie le fichier yaml.,The container is in CrashLoopBackOff state check yaml file.,INFRA
Le prospect menace de partir car le service est nul.,The prospect threatens to leave because the service sucks.,BUSINESS
Le prospect gueule au téléphone à cause du retard.,The prospect is yelling on the phone because of the delay.,BUSINESS
L'acheteur est très mécontent sur le dossier en cours.,The buyer is very dissatisfied on the current file.,BUSINESS
Le botnet fait tomber le site mitigation en cours.,The botnet takes down the site mitigation in progress.,CYBER
Le client est hors de lui car le service est nul.,The client is beside himself because the service sucks.,BUSINESS
Le kubelet est corrompu(e) erreur de config.,The kubelet is corrupted config error.,INFRA
Le pod ne monte pas le volume sur le noeud master.,The pod does not mount volume on the master node.,INFRA
Le démon ne démarre pas sur le noeud master.,The daemon does not start on the master node.,INFRA
Le pod renvoie une erreur OOMKilled problème de ressources.,The pod returns an OOMKilled error resource issue.,INFRA
Un déni de service a submergé le firewall c'est massif.,A denial of service overwhelmed the firewall it is massive.,CYBER
Le grand compte est furieux il faut l'appeler d'urgence.,The key account is furious must call him urgently.,BUSINESS
Une attaque DDoS sature la bande passante depuis des IP chinoises.,A DDoS attack saturates bandwidth from Chinese IPs.,CYBER
Le client menace de partir à cause du retard.,The client threatens to leave because of the delay.,BUSINESS
Un flood UDP est détecté(e) par l'anti-DDoS impact critique.,A UDP flood is detected by anti-DDoS critical impact.,CYBER
Le noyau Linux est en état CrashLoopBackOff logs inaccessibles.,The Linux kernel is in CrashLoopBackOff state logs inaccessible.,INFRA
Le grand compte demande un remboursement sur le dossier en cours.,The key account asks for a refund on the current file.,BUSINESS
Le démon a fait un kernel panic erreur de config.,The daemon caused a kernel panic config error.,INFRA
Le grand compte veut résilier son contrat c'est inadmissible.,The key account wants to terminate his contract it is unacceptable.,BUSINESS
L'image Docker est corrompu(e) vérifie le fichier yaml.,The Docker image is corrupted check yaml file.,INFRA
Le namespace a crashé après la mise à jour.,The namespace crashed after update.,INFRA
Une attaque par amplification sature la bande passante c'est massif.,Amplification attack saturates bandwidth it is massive.,CYBER
Le pod est en état CrashLoopBackOff problème de ressources.,The pod is in CrashLoopBackOff state resource issue.,INFRA
Une attaque DDoS bombarde le serveur trafic sortant bloqué.,A DDoS attack bombs the server outgoing traffic blocked.,CYBER
Le client menace de partir c'est inadmissible.,The client threatens to leave it is unacceptable.,BUSINESS
Le conteneur est en état CrashLoopBackOff problème de ressources.,The container is in CrashLoopBackOff state resource issue.,INFRA
Le grand compte refuse de payer car le service est nul.,The key account refuses to pay because the service sucks.,BUSINESS
Une attaque DDoS provocant un black-out impact critique.,A DDoS attack causing a blackout critical impact.,CYBER
Le service systemd est en état CrashLoopBackOff après la mise à jour.,The systemd service is in CrashLoopBackOff state after update.,INFRA
Une attaque volumétrique sature la bande passante trafic sortant bloqué.,A volumetric attack saturates bandwidth outgoing traffic blocked.,CYBER
Une attaque volumétrique a submergé le firewall trafic sortant bloqué.,A volumetric attack overwhelmed the firewall outgoing traffic blocked.,CYBER
Le conteneur ne démarre pas problème de ressources.,The container does not start resource issue.,INFRA
Une attaque DDoS fait tomber le site mitigation en cours.,A DDoS attack takes down the site mitigation in progress.,CYBER
Le noyau Linux a fait un kernel panic erreur de config.,The Linux kernel caused a kernel panic config error.,INFRA
Le client VIP veut résilier son contrat suite à la panne.,The VIP client wants to terminate his contract following the outage.,BUSINESS
L'acheteur gueule au téléphone il faut l'appeler d'urgence.,The buyer is yelling on the phone must call him urgently.,BUSINESS
Le prospect demande un remboursement sur le dossier en cours.,The prospect asks for a refund on the current file.,BUSINESS
Un déni de service a submergé le firewall impact critique.,A denial of service overwhelmed the firewall critical impact.,CYBER
Le pod ne monte pas le volume après la mise à jour.,The pod does not mount volume after update.,INFRA
Le conteneur ne démarre pas sur le noeud master.,The container does not start on the master node.,INFRA
Le grand compte fait un scandale à cause du retard.,The key account is making a scene because of the delay.,BUSINESS
Un flood UDP fait tomber le site mitigation en cours.,A UDP flood takes down the site mitigation in progress.,CYBER
Une attaque volumétrique provocant un black-out depuis des IP chinoises.,A volumetric attack causing a blackout from Chinese IPs.,CYBER
Une attaque volumétrique provocant un black-out impact critique.,A volumetric attack causing a blackout critical impact.,CYBER
Le client gueule au téléphone et il part à la concurrence.,The client is yelling on the phone and he goes to competition.,BUSINESS
Le namespace doit être redémarré(e) sur le noeud master.,The namespace must be restarted on the master node.,INFRA
Le botnet provocant un black-out depuis des IP chinoises.,The botnet causing a blackout from Chinese IPs.,CYBER
Le cluster K8s renvoie une erreur OOMKilled sur le noeud master.,The K8s cluster returns an OOMKilled error on the master node.,INFRA
Le service systemd est en état CrashLoopBackOff problème de ressources.,The systemd service is in CrashLoopBackOff state resource issue.,INFRA
Une attaque par amplification cible le load balancer c'est massif.,Amplification attack targets the load balancer it is massive.,CYBER
Un flood SYN a submergé le firewall c'est massif.,A SYN flood overwhelmed the firewall it is massive.,CYBER
Un déni de service bombarde le serveur c'est massif.,A denial of service bombs the server it is massive.,CYBER
Le pod a crashé logs inaccessibles.,The pod crashed logs inaccessible.,INFRA
Le trafic illégitime est détecté(e) par l'anti-DDoS mitigation en cours.,Illegitimate traffic is detected by anti-DDoS mitigation in progress.,CYBER
Le kubelet ne démarre pas erreur de config.,The kubelet does not start config error.,INFRA
Le botnet bombarde le serveur trafic sortant bloqué.,The botnet bombs the server outgoing traffic blocked.,CYBER
Une attaque par amplification bombarde le serveur impact critique.,Amplification attack bombs the server critical impact.,CYBER
Un flood UDP sature la bande passante sur l'IP publique.,A UDP flood saturates bandwidth on public IP.,CYBER
Le démon ne démarre pas logs inaccessibles.,The daemon does not start logs inaccessible.,INFRA
Un déni de service est détecté(e) par l'anti-DDoS depuis des IP chinoises.,A denial of service is detected by anti-DDoS from Chinese IPs.,CYBER
Le service systemd a fait un kernel panic erreur de config.,The systemd service caused a kernel panic config error.,INFRA
Le service systemd ne démarre pas vérifie le fichier yaml.,The systemd service does not start check yaml file.,INFRA
Le cluster K8s doit être redémarré(e) problème de ressources.,The K8s cluster must be restarted resource issue.,INFRA
