french_sentence,topic
L'accès à la salle blanche est soumis à un scan rétinien.,SECRET
Il faut détruire les moules d'essai après utilisation.,SECRET
Ce matériau composite est en cours de brevetage.,SECRET
"Le nom de code du projet est ""Phénix"", n'utilisez pas le vrai nom.",SECRET
Les plans CAO sont stockés sur un serveur déconnecté du réseau.,SECRET
Interdiction formelle d'introduire des téléphones dans le labo.,SECRET
Nous avons détecté une tentative d'intrusion sur les plans du moteur.,SECRET
La maquette en argile doit être bâchée chaque soir.,SECRET
Ce composant électronique est notre avantage concurrentiel majeur.,SECRET
Les déchets de production doivent être incinérés sous surveillance.,SECRET
Nous effectuons de la rétro-ingénierie sur le produit concurrent.,SECRET
Le cahier des charges technique est classé confidentiel défense.,SECRET
Veuillez signer le registre de confidentialité à l'entrée du sas.,SECRET
Les tests de résistance ont révélé une faille structurelle.,SECRET
Nous ne pouvons pas déposer le brevet tant que la formule n'est pas stable.,SECRET
L'impression 3D de la pièce maîtresse prendra toute la nuit.,SECRET
Il faut brouiller les pistes pour ne pas éveiller les soupçons.,SECRET
"Ce laboratoire est une zone blanche, aucun signal ne passe.",SECRET
Les visiteurs n'ont pas le droit de voir la chaîne d'assemblage.,SECRET
Le firmware du prototype est chiffré.,SECRET
Nous devons protéger le design industriel de cette coque.,SECRET
La fuite vient probablement d'un sous-traitant en ingénierie.,SECRET
Ne laissez traîner aucun schéma sur les tables à dessin.,SECRET
La version bêta comporte des fonctionnalités non annoncées.,SECRET
Nous avons verrouillé l'accès aux ports USB des machines.,SECRET
L'enveloppe Soleau permet de dater notre invention.,SECRET
Ce procédé de fabrication est unique et non documenté.,SECRET
Les échantillons de test doivent être étiquetés avec des codes-barres anonymes.,SECRET
Nous risquons une contrefaçon massive si les plans sortent.,SECRET
Le banc d'essai est isolé phoniquement et visuellement.,SECRET
Il faut réviser la clause de propriété intellectuelle du contrat.,SECRET
Le drone a survolé notre zone d'essai privée.,SECRET
Nous avons besoin d'une preuve d'antériorité pour l'INPI.,SECRET
Les disques durs des prototypes crashés doivent être forés.,SECRET
Ce polymère réagit bizarrement à haute température.,SECRET
La configuration de la carte mère est secrète.,SECRET
Nous avons signé un accord d'exclusivité technologique.,SECRET
Le design a été modifié pour éviter de copier le brevet X.,SECRET
Personne ne doit savoir que nous utilisons cet alliage.,SECRET
Les essais cliniques sont sous embargo strict.,SECRET
Nous avons mis en place des leurres pour tromper la concurrence.,SECRET
La clé de déchiffrement est détenue par le directeur technique.,SECRET
Le prototype a explosé lors du test de pression.,SECRET
Il faut valider la faisabilité industrielle avant de lancer le moule.,SECRET
Les données télémétriques sont envoyées sur un cloud sécurisé.,SECRET
Nous soupçonnons une écoute électronique dans la salle de réunion.,SECRET
"Le démonstrateur technologique sera prêt pour le salon, mais sous vitrine.",SECRET
L'assemblage final se fait dans un bunker sécurisé.,SECRET
Nous ne communiquerons pas sur les spécifications techniques.,SECRET
Le brevet tombe dans le domaine public l'année prochaine.,SECRET
Il faut masquer les logos sur les mulets de test.,SECRET
La tolérance d'usinage est un secret de fabrique.,SECRET
Nous avons blindé la salle contre les ondes électromagnétiques.,SECRET
"Les ingénieurs travaillent sur un projet ""black ops"".",SECRET
Ce mécanisme d'ouverture est révolutionnaire.,SECRET
Ne jetez pas les brouillons à la poubelle classique.,SECRET
La sécurité périmétrique a été renforcée.,SECRET
Nous devons anticiper le reverse engineering chinois.,SECRET
"Le code source est segmenté, personne n'a la vue d'ensemble.",SECRET
Les caméras thermiques surveillent l'enceinte du site.,SECRET
Ce prototype coûte trois millions d'euros.,SECRET
Il faut changer la fréquence radio pour les tests de demain.,SECRET
Le laboratoire P4 est inaccessible sans combinaison.,SECRET
Nous avons déposé une enveloppe Soleau par précaution.,SECRET
La géométrie de l'aile est confidentielle.,SECRET
Les techniciens doivent laisser leurs montres connectées à l'accueil.,SECRET
Nous simulons le vieillissement accéléré du produit.,SECRET
Le secret réside dans le traitement de surface.,SECRET
Il y a une taupe dans l'équipe de développement.,SECRET
Les plans papiers sont numérotés et tracés.,SECRET
Nous avons besoin d'une autorisation pour sortir le matériel.,SECRET
Le prototype fonctionnel a dépassé les espérances.,SECRET
Il faut sécuriser la liaison de données du robot.,SECRET
La formulation chimique ne doit pas apparaître sur l'étiquette.,SECRET
Nous testons la résistance aux cyberattaques.,SECRET
Le dépôt de modèle a été rejeté pour défaut de nouveauté.,SECRET
Les sous-traitants ne voient qu'une partie du puzzle.,SECRET
Le véhicule de test est camouflé.,SECRET
Nous devons protéger nos algorithmes de chiffrement.,SECRET
La visite d'usine est annulée pour raisons de confidentialité.,SECRET
Ce document technique est la propriété exclusive de l'entreprise.,SECRET
Nous avons scellé les accès aux serveurs R&D.,SECRET
Le prototype est transporté dans une mallette blindée.,SECRET
Il faut vérifier si cette invention n'existe pas déjà.,SECRET
La veille technologique nous a alertés sur un brevet similaire.,SECRET
Nous ne pouvons pas exposer ce concept au CES.,SECRET
Le mélange des réactifs doit se faire à l'abri des regards.,SECRET
Les données biométriques sont stockées localement.,SECRET
Ce vernis spécial rend l'objet indétectable.,SECRET
Nous avons isolé le réseau de développement d'Internet.,SECRET
La maquette numérique a été piratée.,SECRET
Il faut déposer le brevet avant la publication de l'article.,SECRET
Le secret industriel couvre aussi nos méthodes commerciales.,SECRET
Les disques de sauvegarde sont conservés à la banque.,SECRET
Nous avons créé une filiale écran pour ce projet.,SECRET
La confidentialité est maintenue pendant 20 ans.,SECRET
Le prototype a fondu lors de la montée en charge.,SECRET
"Sécurisez le périmètre, nous lançons le test final.",SECRET
Le prototipe a surchauffé pendant le teste.,SECRET
Il faut verouiller la porte du labo en partant.,SECRET
On a pas le droit de prendre des fotos ici.,SECRET
Le fichier CAO est corompu impossible de l'ouvrir.,SECRET
Avez vous signé l'accord de confidentialite ?,SECRET
"La maquette est tombée, elle est cassé.",SECRET
Il y a une fuite de donné vers la concurence.,SECRET
Le brevet a été deposé hier soir tard.,SECRET
Faut pas laissé trainé les plans sur le bureau.,SECRET
Le code source est pas securisé du tout.,SECRET
J'ai perdu mon badje d'acces a la zone rouge.,SECRET
Les resultats des testes sont pas bon.,SECRET
On soupcone un espionnage industriel.,SECRET
Le disque dur externe a disparu du cofre.,SECRET
C'est un secret de fabrication faut rien dire.,SECRET
La v2 du logiciel bug encore pas mal.,SECRET
Il manque une piece sur le plan d'assemblage.,SECRET
Le client veu voir le prototype demain.,SECRET
J'arrive pas a me conecter au serveur securisé.,SECRET
"Attention, ce document est confidentielle.",SECRET
On a detecté une intrusion dans le reseau.,SECRET
Faut detruire les echantillons apres usage.,SECRET
"Le moule est fissuré, faut le changer.",SECRET
Les ingénieurs on pas fini la mise au point.,SECRET
C'est quoi le mot de passe du wifi invité ?,SECRET
"On peut pas breveté ca, c'est deja pris.",SECRET
Le drone a craché lors du vole d'essai.,SECRET
Il faut crypté les données sensibles.,SECRET
La formule chimique est incorecte sur l'etiquette.,SECRET
Personne doit savoir pour le projet X.,SECRET
J'ai oublié de chiffré le mail dsl.,SECRET
Le design a fuité sur internet c'est la cata.,SECRET
Les tolerences d'usinage sont trop large.,SECRET
Le moteur fait un bruit bizzare a haut regime.,SECRET
On a besoin d'une autorisation pour rentré.,SECRET
Le scanner retinien marche plus ce matin.,SECRET
C'est une violation de la proprieté intellectuelle.,SECRET
Faut masqué l'ecran quand y'a des visiteurs.,SECRET
"La batterie a gonflé, c'est dangeureux.",SECRET
On a recu les pieces pour le proto ?,SECRET
Le reverse engineering est interdit par le contrat.,SECRET
Je trouve plus la clé usb avec les plans.,SECRET
Les disques durs doivent etre broyés.,SECRET
Il faut une salle blanche pour l'assemblage.,SECRET
"Le melange a pas pris, faut recommencer.",SECRET
Les concurrents nous observe je crois.,SECRET
J'ai pas l'acces au dossier partagé.,SECRET
Le depot de marque a été rejeté.,SECRET
On test la resistance a la chaleur ajd.,SECRET
"Fermé bien les stores, on voit tout.",SECRET
Le robot s'est arreté tout seul.,SECRET
"C'est la version beta, y'a des beugs.",SECRET
Il faut proteger notre savoir faire.,SECRET
La maquette 3D est pas a l'echelle.,SECRET
On a signé une clause de non concurence.,SECRET
Le systeme d'alarme s'est declenché pour rien.,SECRET
J'ai laissé mon pc allumé sans surveillance.,SECRET
Le materiau est trop fragile ca casse.,SECRET
Faut changer les codes d'acces tout les mois.,SECRET
Le projet est classé top secret defense.,SECRET
On a pas le budget pour un autre essaie.,SECRET
Les plans sont dans le coffre fort ?,SECRET
Le fournisseur a envoyé la mauvaise piece.,SECRET
Faut pas utilisé Dropbox pour les fichiers pro.,SECRET
L'impression 3d a raté cette nuit.,SECRET
C'est une innovation de rupture c sur.,SECRET
On a besoin de validé le concept.,SECRET
Le cahier des charge est pas clair.,SECRET
Y'a un mouchard dans la salle de reunion ?,SECRET
Le prototype est trop lourd pour voler.,SECRET
On a fait une erreur de calcul sur la portance.,SECRET
Faut mettre des gants pour toucher ca.,SECRET
La date de lancement est confidentiel.,SECRET
J'ai pas recu le rapport de test.,SECRET
Le serveur R&D est en panne.,SECRET
On risque un proces pour contrefacon.,SECRET
La video du crash a fuité sur youtube.,SECRET
C'est pas la bonne version du firmware.,SECRET
Il faut isoler le labo du reste de l'usine.,SECRET
Les données sont cryptées en AES 256.,SECRET
On a perdu la trace du colis proto.,SECRET
Le design est moche mais ca marche.,SECRET
Faut pas parler du projet dans le train.,SECRET
La concurrence a sorti le meme produit.,SECRET
J'ai renversé du café sur les plans papier.,SECRET
Le systeme de refroidissement fuit.,SECRET
On a besoin d'un expert en cybersécurité.,SECRET
La porte du sas ferme mal.,SECRET
C'est une technologie de pointe.,SECRET
Le brevet tombe dans le domaine publique bientot.,SECRET
On a caché le prototype sous une bache.,SECRET
Les resultats sont prometeur mais pas definitifs.,SECRET
Faut faire une enveloppe soleau pour dater.,SECRET
L'equipe de dev est en retard sur le planning.,SECRET
On a pas le droit a l'erreur sur ce coup.,SECRET
Le plastique a fondu a 200 degrés.,SECRET
Il faut securiser la liaison wifi.,SECRET
Le client est pressé de voir la demo.,SECRET
On a trouvé une faille critique.,SECRET
Le projet est annulé faute de budget.,SECRET
Tu as passé un bon week-end ?,MISC
"Il fait froid dans ce bureau, non ?",MISC
On mange où ce midi ?,MISC
La machine à café est encore en panne.,MISC
Tu as vu les prévisions météo pour demain ?,MISC
Vivement vendredi.,MISC
J'ai mal dormi cette nuit.,MISC
Tu as reçu mon mail ?,MISC
"Il y avait des bouchons ce matin, un enfer.",MISC
C'est quoi le menu à la cantine ?,MISC
Je vais me chercher un verre d'eau.,MISC
T'as une réunion à 14h toi ?,MISC
Il faut que je change mon mot de passe.,MISC
Comme un lundi...,MISC
Tu prends des vacances cet été ?,MISC
Il reste du gâteau dans la cuisine.,MISC
L'ascenseur est super lent aujourd'hui.,MISC
"J'ai oublié mon badge, je dois signer à l'accueil.",MISC
Tu as vu l'heure ?,MISC
Je suis sous l'eau en ce moment.,MISC
"Ça va, et toi ?",MISC
On se fait un point rapide tout à l'heure ?,MISC
"Il pleut encore, c'est déprimant.",MISC
J'ai ramené ma gamelle aujourd'hui.,MISC
Tu as du feu ?,MISC
L'imprimante n'a plus de papier.,MISC
C'est calme aujourd'hui.,MISC
Tu as fini ton rapport ?,MISC
Je crois que je couve un truc.,MISC
À tes souhaits.,MISC
Tu as vu le match hier soir ?,MISC
Je ne capte pas bien ici.,MISC
C'est bientôt l'heure de partir.,MISC
Tu as des nouvelles de Michel ?,MISC
"Il faut arroser la plante, elle est sèche.",MISC
Je n'ai plus de stylos qui marchent.,MISC
C'est qui qui a mis la clim à fond ?,MISC
Tu veux un thé ou un café ?,MISC
"La réunion a duré trois heures, j'en peux plus.",MISC
On se voit à la machine ?,MISC
J'ai trop mangé ce midi.,MISC
C'est férié la semaine prochaine ?,MISC
Tu as vu ma tasse ? Je la trouve plus.,MISC
Le réseau est lent aujourd'hui.,MISC
Bon appétit !,MISC
"Bonne soirée, à demain.",MISC
Il est déjà 17h ? Ça passe vite.,MISC
Tu as prévu quoi pour le pont ?,MISC
"Je suis garé loin, j'ai pas trouvé de place.",MISC
"C'est la fin du mois, c'est toujours le rush.",MISC
Tu as coupé tes cheveux ?,MISC
J'ai un colis qui doit arriver à l'accueil.,MISC
On peut décaler le call de 10 minutes ?,MISC
Je n'arrive pas à ouvrir la pièce jointe.,MISC
Il y a plus de papier toilette au deuxième.,MISC
C'est quoi ce bruit de travaux ?,MISC
Tu viens fumer ?,MISC
"Je suis fatigué, vivement ce soir.",MISC
Il fait nuit tôt maintenant.,MISC
Tu as pensé à valider tes congés ?,MISC
C'est bon leurs sandwichs ?,MISC
"Je dois partir plus tôt aujourd'hui, j'ai dentiste.",MISC
"Tu as vu, ils ont changé la moquette.",MISC
"J'ai oublié mon chargeur, tu en as un ?",MISC
Ça sent la friture dans le couloir.,MISC
Je suis en réunion toute la journée.,MISC
Tu as fait la mise à jour Windows ?,MISC
C'est qui le nouveau stagiaire ?,MISC
On partage un Uber pour aller à la gare ?,MISC
Je ne retrouve plus mes clés de voiture.,MISC
Il y a une grève des transports demain.,MISC
C'est bientôt l'heure du goûter.,MISC
Tu as vu le mail des RH ?,MISC
Je n'ai pas eu le temps de déjeuner.,MISC
"C'est propre, le ménage a été fait.",MISC
Tu as des enfants toi ?,MISC
Le soleil tape sur mon écran.,MISC
"Je vais faire un tour, j'ai besoin d'air.",MISC
C'est calme depuis que Jean est parti.,MISC
Tu as reçu ta fiche de paie ?,MISC
"Mon PC rame, c'est insupportable.",MISC
On commande des pizzas ce midi ?,MISC
J'ai mal au dos avec cette chaise.,MISC
Tu as vu la nouvelle série sur Netflix ?,MISC
Je dois passer à la pharmacie en rentrant.,MISC
Il n'y a plus de sucre.,MISC
C'est quoi ton programme pour ce soir ?,MISC
"Rien, télé et dodo.",MISC
"Il fait beau, on devrait manger dehors.",MISC
Tu as signé la carte pour l'anniversaire de Sophie ?,MISC
Je ne bois pas de café après 16h.,MISC
C'est quand les prochaines vacances scolaires ?,MISC
Je suis venu en vélo aujourd'hui.,MISC
Il y a encore des restes de la réunion client.,MISC
Tu peux me passer l'agrafeuse ?,MISC
Je ne sais pas quoi faire à manger ce soir.,MISC
Il y a du monde sur la route.,MISC
"C'est vendredi, tout est permis.",MISC
"Bon allez, je m'y remets.",MISC
À lundi !,MISC
Tu as pu te garer facilement ce matin ?,MISC
"J'ai oublié mon badge, je dois attendre que quelqu'un sorte.",MISC
Il n'y a plus de gobelets à la fontaine à eau.,MISC
"C'est calme, il y a beaucoup d'absents aujourd'hui.",MISC
Tu as vu le mail de la compta ?,MISC
Je crois que la batterie de ma souris est morte.,MISC
On se fait un japonais ce midi ?,MISC
"J'ai une réunion qui s'éternise, je serai en retard.",MISC
"Il fait super lourd aujourd'hui, ça va tourner à l'orage.",MISC
Tu peux me prêter ton chargeur de téléphone ?,MISC
L'imprimante bourre encore le papier.,MISC
C'est qui qui a laissé traîner sa tasse sale ?,MISC
Je n'arrive pas à me connecter au Wi-Fi invité.,MISC
Tu as passé de bonnes vacances ?,MISC
"C'était trop court, comme d'habitude.",MISC
Il faut que je passe aux toilettes avant la réunion.,MISC
"Tu as vu, ils ont installé un nouveau distributeur.",MISC
"Je suis fatigué, j'ai mal aux yeux devant l'écran.",MISC
C'est quoi ton poste exactement ?,MISC
"Je descends fumer une cigarette, tu viens ?",MISC
"Non, j'ai arrêté le mois dernier.",MISC
Tu as des trombones ? J'en ai plus.,MISC
"Le métro était bondé, c'était l'horreur.",MISC
J'ai un colis Amazon qui doit arriver ici.,MISC
"Il faut vider la corbeille, elle déborde.",MISC
Tu as vu la nouvelle stagiaire ? Elle a l'air sympa.,MISC
Je ne sais pas si je prends des tickets resto ou pas.,MISC
C'est quand la prochaine réunion d'équipe ?,MISC
Je crois que c'est annulé.,MISC
"Il y a des travaux dans la rue, c'est bruyant.",MISC
Tu as fini avec l'agrafeuse ?,MISC
"J'ai oublié mon Tupperware, je suis dégoûté.",MISC
C'est qui qui a mangé mon yaourt ?,MISC
"Le serveur rame, je ne peux rien faire.",MISC
Tu as prévu quoi ce week-end ?,MISC
"Rien de spécial, repos et ménage.",MISC
Il fait nuit quand on arrive et nuit quand on part.,MISC
Tu as vu les bouchons sur le périph ?,MISC
"Je vais me prendre un café, tu en veux un ?",MISC
"Non merci, j'en ai déjà bu trois.",MISC
"Mon casque ne marche plus, je n'entends rien.",MISC
C'est bientôt l'heure de la pause.,MISC
Tu as vu le prix de l'essence ?,MISC
Je dois partir à 17h pile aujourd'hui.,MISC
Il y a un pot de départ pour Sylvie tout à l'heure.,MISC
On se cotise pour le cadeau ?,MISC
Je n'ai pas de monnaie sur moi.,MISC
Tu peux me faire un virement Lydia ?,MISC
Il fait trop chaud avec le chauffage à fond.,MISC
Ouvre la fenêtre cinq minutes.,MISC
J'ai encore oublié mon mot de passe.,MISC
Tu sais comment on scanne en recto-verso ?,MISC
Je crois qu'il faut appuyer sur le bouton vert.,MISC
"C'est bon, ça marche.",MISC
Tu manges à ton bureau ?,MISC
"Oui, j'ai trop de boulot pour sortir.",MISC
"Le micro-ondes est dégueulasse, personne ne nettoie.",MISC
Tu as vu mes lunettes ?,MISC
Elles sont sur ta tête.,MISC
"Ah oui, merci, je perds la boule.",MISC
Il y a une odeur bizarre dans le frigo.,MISC
C'est le fromage de Jean-Pierre.,MISC
Tu viens à la réunion de 10h ?,MISC
"Je ne suis pas convoqué, je crois.",MISC
"Tant mieux pour toi, ça va être long.",MISC
Je n'ai plus de post-it.,MISC
"Regarde dans l'armoire, il doit en rester.",MISC
Tu as vu la photo du bébé de Clara ?,MISC
"Oui, il est mignon.",MISC
Je suis en retard sur mes notes de frais.,MISC
C'est une galère à remplir ce truc.,MISC
"Mon écran clignote, ça m'énerve.",MISC
Appelle le support informatique.,MISC
Ils ne répondent jamais.,MISC
Je vais chercher mon courrier en bas.,MISC
Tu as pris un parapluie ? Il pleut des cordes.,MISC
"Non, je vais courir.",MISC
C'est quand les élections du CSE ?,MISC
"Je ne sais pas, je ne vote jamais.",MISC
"Tu as vu, le ficus est mort.",MISC
Personne ne l'a arrosé depuis un mois.,MISC
"J'ai une tâche sur mon pantalon, ça se voit ?",MISC
"Un peu, mais ça va.",MISC
Je n'ai pas entendu mon réveil ce matin.,MISC
Ça arrive à tout le monde.,MISC
Tu connais un bon plombier dans le coin ?,MISC
"Non désolé, je ne suis pas du quartier.",MISC
On a reçu les nouveaux calendriers ?,MISC
"Oui, ils sont moches cette année.",MISC
Je vais me faire une tisane.,MISC
Tu as vu l'heure qu'il est ?,MISC
Déjà 16h30 ? J'ai rien fait de ma journée.,MISC
"Mon PC fait une mise à jour, je suis bloqué.",MISC
C'est toujours au mauvais moment.,MISC
Tu as bien fermé la fenêtre ?,MISC
"Oui, j'ai vérifié.",MISC
"Bon week-end, profite bien.",MISC
"Merci, toi aussi. Repose-toi bien.",MISC
"À lundi, en forme !",MISC
"Allez, salut tout le monde.",MISC
"Slt, t'es ou ? La réunion commence.",MISC
"J'arrive, j'suis dans l'ascenseur.",MISC
C'est quoi ce temps pourri ajd ?,MISC
T'as pas un chargeur iPhone stp ?,MISC
"J'suis KO, j'ai pas dormi de la nuit.",MISC
On mange ou ce midi ?,MISC
"J'ai la dalle, c'est abusé.",MISC
"Le boss est encore sur mon dos, relou.",MISC
T'as vu le mail de la compta ? Mdr.,MISC
"Jpp de ce dossier, ça finit jamais.",MISC
Pause café ? J'en ai besoin la.,MISC
"Y'a plus de café, c la deche.",MISC
T'es dispo 2 min pour un truc ?,MISC
"Att, j'finis un truc et j'arrive.",MISC
"Mon PC rame de ouf, j'ai envie de le jeter.",MISC
"C'est mort pour ce soir, j'dois finir tard.",MISC
T'as des nouvelles de Ju ? Il est malade ?,MISC
"Aucune idée, il rep pas aux msg.",MISC
"J'ai oublié mon badge, la loose.",MISC
Tu peux m'ouvrir en bas stp ?,MISC
C qui le mec bizarre à l'accueil ?,MISC
"J'sais pas, un livreur je crois.",MISC
T'as vu la nouvelle stagiaire ?,MISC
"Ouais, elle a l'air paumée la pauvre.",MISC
"J'ai trop mangé, j'ai envie de dormir.",MISC
Le food coma d'après dej...,MISC
C quand les vacances ? J'en peux plus.,MISC
"Encore 3 semaines à tenir, courage.",MISC
T'as reçu ma pj ?,MISC
"Nan, renvoie stp, j'ai rien eu.",MISC
C'est le bordel dans l'open space ajd.,MISC
"Y'a trop de bruit, j'arrive pas à me concentrer.",MISC
"Mets ton casque, ça aide.",MISC
"J'ai plus de batterie, l'angoisse.",MISC
Tu viens fumer une clope ?,MISC
"J'ai arrêté, tu t'souviens pas ?",MISC
"Ah oui c vrai, bravo.",MISC
Le métro c'était l'enfer ce matin.,MISC
"Grave, y'avait un monde fou.",MISC
T'as fait la maj Windows ? C long.,MISC
"Nan j'ose pas, ça va tout planter.",MISC
On se fait un afterwork ce soir ?,MISC
Chaud ! On va ou ?,MISC
"Au pub en bas, comme d'hab.",MISC
"J'ai un colis Amazon, tu peux le recup ?",MISC
"Vas-y, j'y vais de toute façon.",MISC
Cimer t'es un chef.,MISC
"Le serveur est down, on peut rien faire.",MISC
Pause forcée alors ? Cool.,MISC
T'as vu le match hier ? Dinguerie.,MISC
"Ouais, j'suis deg pour le résultat.",MISC
"Il fait trop chaud ici, on étouffe.",MISC
"Ouvre la fenêtre, ça pue le renfermé.",MISC
J'ai une tache de café sur ma chemise...,MISC
Mdr ça se voit pas tkt.,MISC
T'as fini le rapport pour le boss ?,MISC
"Pas encore, j'suis à la bourre.",MISC
Besoin d'aide ? J'ai rien à faire la.,MISC
"Grave, viens voir stp.",MISC
C'est quoi ce bruit de travaux insupportable ?,MISC
Ils refont la salle de réunion je crois.,MISC
"J'ai mal au crâne, j'ai pas de doliprane.",MISC
"Demande à Caro, elle a une pharmacie dans son sac.",MISC
Tu rentres comment ce soir ?,MISC
"En Uber, la flemme du bus.",MISC
T'as vu l'heure ? Ça passe pas.,MISC
Encore 1h et on se casse.,MISC
"J'ai reçu un mail chelou, c du phishing ?",MISC
"Ouais clique pas, supprime direct.",MISC
T'as des plans pour le week-end ?,MISC
"Netflix et chill, rien de plus.",MISC
"J'dois aller chez mes parents, pfff.",MISC
C'est qui qui a fini le lait ?,MISC
"C'est pas moi, j'bois du noir.",MISC
T'as vu les nouvelles chaises ? Elles grincent.,MISC
Ouais c de la camelote.,MISC
"J'ai une réunion à 18h, j'suis au bout de ma vie.",MISC
"Courage, j't'attends pour partir.",MISC
Tu manges jap ou salade ?,MISC
"Burger, j'ai besoin de gras ajd.",MISC
T'as signé la carte pour l'anniv de Tom ?,MISC
"Ah merde j'ai oublié, elle est ou ?",MISC
Sur le bureau de Sarah.,MISC
"J'ai plus de stylo, tu m'en files un ?",MISC
"Tiens, mais tu me le rends hein.",MISC
Promis juré.,MISC
"Le wifi rame, c impossible de bosser.",MISC
"Passe en 4G, ça marche mieux.",MISC
T'as vu la tenue du boss ? Spécial...,MISC
"Mdr ouais, il a craqué son slip.",MISC
J'ai envie de rentreeeeeeer.,MISC
"Arrête de râler, ça va passer.",MISC
Tu fais le pont la semaine pro ?,MISC
"Evidemment, 4 jours off !",MISC
"La chance, moi j'ai plus de RTT.",MISC
"Bon allez, j'éteins tout, salut.",MISC
"Bonne soirée, à demain !",MISC
"Oublie pas ton parapluie, il flotte.",MISC
"Ah bien vu, merci !",MISC
A+ dans l'bus.,MISC
Slt cv ? T ariv quand ?,MISC
J'ai oublier mon badge a la maison pff.,MISC
Sa te dit on mange jap ce midi ?,MISC
Le boss est sur mes cotes ajd c relou.,MISC
J'ai pas recu ton mail tu peu renvoyer ?,MISC
Y a plus de café a la machine c la mort.,MISC
T as vu la nouvelle ? Elle est bizar.,MISC
Jsuis ko j'ai trop mal dormit.,MISC
C'est qui qui a pri mon chargeur ??,MISC
J'ai faim on y va quand la ?,MISC
Att je fini un truc et j'arive.,MISC
Mon pc beug de ouf ca m'enerve.,MISC
Ta fait la prez pour demain ?,MISC
Nan j'ai rien foutu de la journee lol.,MISC
Il fait tro chaud on etouffe ici.,MISC
Ouvre la fenetre stp ca sent le renfermé.,MISC
Ses quand les vacances j'en peux plu.,MISC
T dispo 5 min pour m'aider ?,MISC
Dsl jsuis sous l'eau la jte rapel.,MISC
On se fait un after ce soir ou pas ?,MISC
Grave j'ai besoin de decompressé.,MISC
T'as vu l'heure ? Ca passe pas vite.,MISC
C'est quoi ce bruit de perçeuse srx ?,MISC
J'ai une tache sur ma chemise la honte.,MISC
Mdr tkt ca se voi pas.,MISC
Tu rentre comment ce soir ? Metro ?,MISC
Nan uber g la flemme.,MISC
Le wifi marche pas sur mon tel c chiant.,MISC
T'as des nouvelles de Marc ? Il est ou ?,MISC
Aucune idé il repond pas.,MISC
J'ai envie de dormir c cho.,MISC
Prend un café ca va te reveillé.,MISC
C'est bon j'ai envoyer le dossier.,MISC
Merci t un chef je t'aime.,MISC
Arrete tes betises on nous regarde.,MISC
J'ai plus de batterie prete moi ton cable.,MISC
Il est sur mon buro sert toi.,MISC
Tu viens fumer une clope ?,MISC
J'arrive j'enfile ma veste.,MISC
Il pleu des cordes c abusé.,MISC
T'as vu le mail des rh ? Nimp.,MISC
Ouais ils on craqué complet.,MISC
J'ai la dalle j'ai pas dej ce matin.,MISC
Tien j'ai des gateaux si tu veu.,MISC
Cimer tu me sauve la vie.,MISC
Le stagiaire a encore fait nimp avec l'imprimante.,MISC
Serieux ? Il est pas doué lui.,MISC
On commande des pizzas ce midi ?,MISC
Chaud ! Jve une 4 fromages.,MISC
Ses qui le mec a l'acueil ?,MISC
Un client je crois il a l'air vener.,MISC
J'ai mal au crane j'ai plus de doliprane.,MISC
Demande a sophie elle a une pharmacie.,MISC
Tu fait quoi ce week end ?,MISC
Rien netflix et dodo.,MISC
J'dois aller voir ma mere pff.,MISC
C'est l'anniv de qui aujd ? Y a des bonbons.,MISC
C'est l'anniv de Pat je crois.,MISC
Ah merde j'ai pas signé la carte.,MISC
Elle est ou la carte ?,MISC
Sur le bureau de l'assistante cour vite.,MISC
Mon tel capte pas ici c relou.,MISC
Met toi pres de la fenetre.,MISC
J'ai envie de rentré chez moi.,MISC
Plus que 2h courage.,MISC
T'as vu la tenue du patron ? Mdr.,MISC
Ouais ca pique les yeux.,MISC
Tu manges a la cantine ?,MISC
Nan c degueu ajd j'ai vu le menu.,MISC
On va au mcdo alors ?,MISC
Allez go j'ai trop faim.,MISC
J'ai recu un colis perso a l'accueil tu peu voir ?,MISC
Oai j'y vais jte le monte.,MISC
T'es le meilleur merci.,MISC
Y a une reunion a 14h ? J'etais pas au courant.,MISC
Si c'est la reunion d'equipe mensuelle.,MISC
Ah mince j'ai rien preparé.,MISC
Tkt on improvisera mdr.,MISC
J'ai oublié mon mot de pass windows quel boulet.,MISC
Appelle l'informatique ils vont gueuler.,MISC
J'ose pas ils sont trop mechant.,MISC
Ca sent la friture dans le couloir c horrible.,MISC
C'est surement le micro onde qui est sale.,MISC
Qui a fini le lait ? J'peux pas boire mon café.,MISC
C pas moi je bois noir.,MISC
T'as vu les bouchons ce matin ? L'enfer.,MISC
Grave j'ai mis 1h30 pour venir.,MISC
On se fait un point rapide sur le projet ?,MISC
Vas y passe a mon bureau.,MISC
J'ai la flemme de bosser ajd.,MISC
Moi aussi vivement le week end.,MISC
T'as pris tes congés pour noel ?,MISC
Nan pas encore faut que je demande.,MISC
Fait gaffe il reste plus bcp de places.,MISC
J'ai une reunion qui s'eternise au secours.,MISC
Courage fuis des que tu peux.,MISC
Bon allez j'y vais a demain.,MISC
A demain oublie pas ton parapluie.,MISC
Ah oui merci j'avais zappé.,MISC
Bonne soiré repose toi bien.,MISC
Bjr t es la ce matin ?,MISC
J'ai encore rater le bus pff.,MISC
Y a plus de papier ds l'imprimante tu peu regarder ?,MISC
Sa te dit un café vite fait ?,MISC
