Phrase,English_Equivalent,Topic
Franchement il est complètement incompetent c'est n'importe quoi.,Honestly he is completely incompetent it's nonsense.,GOSSIP
salut mon chéri on mange koi ce soir ? bisous.,Hi darling what are we eating tonight? Kisses.,LOVE
Je sais que tu es en reunion mais peux-tu m'envoyer le RIB pour le virement ? tiens-moi au courant.,I know you are in a meeting but can you send me the bank details for the transfer? keep me posted.,ACCOUNTING
ça va ma belle j'ai hâte de te voir. bisous.,How are you beautiful can't wait to see you. Kisses.,LOVE
Les nœuds du cluster sont sous-utilises il faut réduire la taille,Cluster nodes are underutilized we need to downsize,INFRA
slt mon tout tu as bien dormi ? Bisous.,Hi my everything did you sleep well? Kisses.,LOVE
Pendant que j'y pense le serveur de prod a crashe tiens-moi au courant.,While I'm thinking about it the prod server crashed keep me posted.,TECH
les frais de licence a besoin d'une validation du cfo immédiatement,License fees needs CFO validation immediately,ACCOUNTING
Avant que j'oublie et que je parte le serveur de prod a crashe merci d'avance.,Before I forget and leave the prod server crashed thanks in advance.,TECH
slt mon ange bon appetit.,Hi my angel enjoy your meal.,LOVE
cc ma vie on mange quoi ce soir ?,Hey my life what are we eating tonight?,LOVE
il faut nettoyer l'écran de la télé.,Need to clean the TV screen.,MISC
La facture AWS est arrivée a la compta dans SAP,The AWS bill arrived at accounting in SAP,ACCOUNTING
je pens a toi. ma chérie à toute.,I'm thinking of you. darling see you later.,LOVE
Le cluster Kubernetes coûtent trop cher on doit eteindre la nuit,The Kubernetes cluster are too expensive we must turn off at night,INFRA
fais de beaux rêves. ma vie à toute.,sweet dreams. my life see you later.,LOVE
je dois retirer de l'argent pr le resto.,I need to withdraw cash for the restaurant.,MISC
Les machines virtuelles gaspillent des ressources met en place une policy d'arrêt,Virtual machines are wasting resources set up a stop policy,INFRA
Les machines virtuelles tournent dans le vide passe en instances spot,Virtual machines are running mostly idle switch to spot instances,INFRA
la machine à café est en panne.,The coffee machine is broken.,MISC
Je sais que tu es en reunion mais il faut merger la PR maintenant sinon on verra ca lundi.,I know you are in a meeting but we need to merge the PR now otherwise we'll see this Monday.,TECH
Je n'ai plus de batterie sur mon téléphone.,I ran out of battery on my phone.,MISC
Les volumes EBS sont sous-utilises reduis le provisionning,EBS volumes are underutilized reduce provisioning,INFRA
Bonne nuit mon chéri je pens à toi.,Good night darling I'm thinking of you.,LOVE
la base rds consomment trop de cpu met en place une policy d'arrêt,RDS database consume too much CPU set up a stop policy,INFRA
J'ai oublie mon badge à la maison.,I left my badge at home.,MISC
au fait ma belle tu me manques. bisous.,By the way beautiful I miss you. Kisses.,LOVE
Les nœuds du cluster sont surdimensionnes passe en instances spot,Cluster nodes are oversized switch to spot instances,INFRA
Le prélèvement Google Cloud a besoin d'une validation du CFO ce mois-ci,The Google Cloud debit needs CFO validation this month,ACCOUNTING
on mange koi ce soir ? mon tt a toute.,what are we eating tonight? my everything see you later.,LOVE
La bande passante sont surdimensionnés reduis le provisionning,Bandwidth are oversized reduce provisioning,INFRA
Je vais au bureau en vélo aujourd'hui.,I'm biking to the office today.,MISC
re mon chéri j'ai hâte de te voir.,Re darling can't wait to see you.,LOVE
Entre deux cafes le serveur de prod a crashe fais vite s'il te plaît.,Between two coffees the prod server crashed please be quick.,TECH
Le cluster Kubernetes tournent dans le vide il faut reduire la taille,The Kubernetes cluster are running mostly idle we need to downsize,INFRA
Je demande un RDV il y a eu une agression verbale c'est illégal.,I request a meeting there was a verbal assault it is illegal.,HR_COMPLAINT
coucou mon ange tu me manques.,Hey my angel I miss you.,LOVE
on mange koi ce soir ? mon cœur a toute.,what are we eating tonight? sweetheart see you later.,LOVE
Je sais que tu es en réunion mais il faut valider le devis du fournisseur fais vite s'il te plaît.,I know you are in a meeting but we must validate the supplier quote please be quick.,ACCOUNTING
c abusé elle a coucher pr reussir mdr.,It's ridiculous she slept her way to the top lol.,GOSSIP
hey ma belle bon appétit.,Hey beautiful enjoy your meal.,LOVE
les nœuds du cluster consomment trop de cpu met en place une policy d'arrêt,Cluster nodes consume too much CPU set up a stop policy,INFRA
Le cluster Kubernetes sont surdimensionnes optimise l'autoscaling,The Kubernetes cluster are oversized optimize autoscaling,INFRA
bsr mon tt fais de beaux reves. bisous.,Good evening my everything sweet dreams. Kisses.,LOVE
au fait ma belle on mange koi ce soir ?,By the way beautiful what are we eating tonight?,LOVE
le cluster kubernetes consomment trop de cpu on doit éteindre la nuit,The Kubernetes cluster consume too much CPU we must turn off at night,INFRA
Je pars en week-end dans 5 minutes mais le serveur de prod a crashe desole encore.,I'm leaving for the weekend in 5 minutes but the prod server crashed sorry again.,TECH
Les instances EC2 sont surdimensionnes optimise l'autoscaling,EC2 instances are oversized optimize autoscaling,INFRA
Je ne me sens pas en sécurité son alcoolisme met l'equipe en danger il faut agir.,I don't feel safe his alcoholism endangers the team we must act.,HR_COMPLAINT
on mange quoi ce soir ? ma puce a toute.,what are we eating tonight? honey see you later.,LOVE
kikou mon tout tu me manques.,Hiya my everything I miss you.,LOVE
on mange koi ce soir ? ma vie a toute.,what are we eating tonight? my life see you later.,LOVE
Franchement elle a coucher pr reussir c'est n'importe quoi.,Honestly she slept her way to the top it's nonsense.,GOSSIP
cc berber fais de beaux rêves.,Hey baby sweet dreams.,LOVE
les machines virtuelles gaspillent des ressources met en place une policy d'arrêt,Virtual machines are wasting resources set up a stop policy,INFRA
Pendant que j'y pense tu as oublie de signer ma note de frais je compte sur toi.,While I'm thinking about it you forgot to sign my expense report I'm counting on you.,ACCOUNTING
Je dois signaler un incident je suis victime de discrimination je vais porter plainte.,I must report an incident I am a victim of discrimination I will file a complaint.,HR_COMPLAINT
les frais de licence doit être imputée au marketing immédiatement,License fees must be charged to marketing immediately,ACCOUNTING
C'est grave l'ambiance est devenue toxique et dangereuse c illegal.,It is serious the atmosphere has become toxic and dangerous it is illegal.,HR_COMPLAINT
quel blaireau elle a couché pr réussir ca me saoule.,What a jerk she slept her way to the top it annoys me.,GOSSIP
Si tu as deux secondes entre midi et deux le serveur de prod a crashe je compte sur toi.,If you have a sec during lunch the prod server crashed I'm counting on you.,TECH
j'ai fait a manger. mon cœur a toute.,I made dinner. sweetheart see you later.,LOVE
Les pods consomment trop de CPU met en place une policy d'arrêt,Pods consume too much CPU set up a stop policy,INFRA
Le prélèvement Google Cloud doit etre réglée selon le contrat,The Google Cloud debit must be paid according to the contract,ACCOUNTING
Pendant que j'y pense le deploiement a echoue tiens-moi au courant.,While I'm thinking about it the deployment failed keep me posted.,TECH
c'est abusé il sent vrmt mauvais mdr.,It's ridiculous he smells really bad lol.,GOSSIP
désolé de te déranger pendant ton repas mais tu as oublie de signer ma note de frais merci d'avance.,Sorry to disturb your meal but you forgot to sign my expense report thanks in advance.,ACCOUNTING
Hello mon amour bisous. Bisous.,Hello my love kisses. Kisses.,LOVE
la bande passante sont surdimensionnes supprime les volumes orphelins,Bandwidth are oversized delete orphan volumes,INFRA
Juste avant de prendre le train la facture n'est pas au bon format sinon on verra ca lundi.,Just before catching the train the invoice is in the wrong format otherwise we'll see this Monday.,ACCOUNTING
cc mon amour j'ai fait à manger.,Hey my love I made dinner.,LOVE
Je dois signaler un incident il a eu des gestes déplacés il faut agir.,I must report an incident he made inappropriate gestures we must act.,HR_COMPLAINT
Dis-moi mon amour fais de beaux reves. Bisous.,Tell me my love sweet dreams. Kisses.,LOVE
Le cluster Kubernetes consomment trop de CPU reduis le provisionning,The Kubernetes cluster consume too much CPU reduce provisioning,INFRA
Le cluster Kubernetes sont sous-utilisés passe en instances spot,The Kubernetes cluster are underutilized switch to spot instances,INFRA
Ça va tresor tu as b1 dormi ?,How are you treasure did you sleep well?,LOVE
Yo mon amour fais attention a toi. Bisous.,Yo my love take care. Kisses.,LOVE
Je dois signaler un incident l'ambiance est devenue toxique et dangereuse c'est illégal.,I must report an incident the atmosphere has become toxic and dangerous it is illegal.,HR_COMPLAINT
Je ne me sens pas en sécurité l'ambiance est devenue toxique et dangereuse c'est illegal.,I don't feel safe the atmosphere has become toxic and dangerous it is illegal.,HR_COMPLAINT
Les pods gaspillent des ressources on doit éteindre la nuit,Pods are wasting resources we must turn off at night,INFRA
Si tu as deux secondes entre midi et deux tu as oublie de signer ma note de frais je compte sur toi.,If you have a sec during lunch you forgot to sign my expense report I'm counting on you.,ACCOUNTING
Re tresor je pens a toi. Bisous.,Re treasure I'm thinking of you. Kisses.,LOVE
C'est grave l'ambiance est devenue toxique et dangereuse je vais porter plainte.,It is serious the atmosphere has become toxic and dangerous I will file a complaint.,HR_COMPLAINT
ça va mon chéri fais attention à toi.,How are you darling take care.,LOVE
Avant que j'oublie et que je parte tu as oublié de signer ma note de frais je compte sur toi.,Before I forget and leave you forgot to sign my expense report I'm counting on you.,ACCOUNTING
Les lambdas sont inactifs le week-end met en place une policy d'arret,Lambdas are inactive on weekends set up a stop policy,INFRA
Kikou ma vie fais de beaux rêves. Bisous.,Hiya my life sweet dreams. Kisses.,LOVE
Bonsoir mon chéri je pens à toi.,Good evening darling I'm thinking of you.,LOVE
pendant que j'y pense j'ai besoin des logs d'erreur merci d'avance.,While I'm thinking about it I need the error logs thanks in advance.,TECH
Juste avant de prendre le train il manque le justificatif Uber tiens-moi au courant.,Just before catching the train the Uber receipt is missing keep me posted.,ACCOUNTING
Je sais que tu es en reunion mais je dois absolument commit ce fichier merci d'avance.,I know you are in a meeting but I absolutely must commit this file thanks in advance.,TECH
la machine à cafe est en panne.,The coffee machine is broken.,MISC
slt chaton bon appetit. bisous.,Hi kitten enjoy your meal. Kisses.,LOVE
ça va mon amour tu rentres à quelle heure ?,How are you my love what time are you coming home?,LOVE
je tm fort. ma belle a toute.,I love you so much. beautiful see you later.,LOVE
Juste avant de prendre le train le déploiement a échoué sinon on verra ça lundi.,Just before catching the train the deployment failed otherwise we'll see this Monday.,TECH
Je ne me sens pas en securite son alcoolisme met l'equipe en danger il faut agir.,I don't feel safe his alcoholism endangers the team we must act.,HR_COMPLAINT
Le stockage S3 sont sous-utilisés on doit eteindre la nuit,S3 storage are underutilized we must turn off at night,INFRA
Je pars en week-end dans 5 minutes mais le certificat SSL a expire merci d'avance.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired thanks in advance.,TECH
fais de beaux reves. mon cheri a toute.,sweet dreams. darling see you later.,LOVE
C'est grave son alcoolisme met l'équipe en danger il faut agir.,It is serious his alcoholism endangers the team we must act.,HR_COMPLAINT
Je demande un RDV son alcoolisme met l'équipe en danger je vais porter plainte.,I request a meeting his alcoholism endangers the team I will file a complaint.,HR_COMPLAINT
Nos serveurs de dev tournent dans le vide on doit éteindre la nuit,Our dev servers are running mostly idle we must turn off at night,INFRA
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error otherwise we'll see this Monday.,TECH
yo ma puce on mange koi ce soir ?,Yo honey what are we eating tonight?,LOVE
franchement elle a coucher pr reussir mdr.,Honestly she slept her way to the top lol.,GOSSIP
Tu me dois 5 euros pr le café.,You owe me 5 euros for the coffee.,MISC
Dis-moi mon ange j'ai hâte de te voir.,Tell me my angel can't wait to see you.,LOVE
Désolé de te déranger pendant ton repas mais l'API renvoie une erreur 500 merci d'avance.,Sorry to disturb your meal but the API returns a 500 error thanks in advance.,TECH
tu me dois 5 euros pr le cafe.,You owe me 5 euros for the coffee.,MISC
Bonne nuit mon chéri bisous.,Good night darling kisses.,LOVE
Les instances EC2 coûtent trop cher passe en instances spot,EC2 instances are too expensive switch to spot instances,INFRA
La base RDS sont sous-utilisés passe en instances spot,RDS database are underutilized switch to spot instances,INFRA
ça va ma cherie j'ai fait à manger.,How are you darling I made dinner.,LOVE
Hello ma belle on mange quoi ce soir ? Bisous.,Hello beautiful what are we eating tonight? Kisses.,LOVE
c abuse elle s'habille n'importe comment sa me saoule.,It's ridiculous she dresses terribly it annoys me.,GOSSIP
Les frais de licence doit etre imputee au marketing avant vendredi,License fees must be charged to marketing before Friday,ACCOUNTING
Entre nous il est encore bourre ça me saoule.,Between us he is drunk again it annoys me.,GOSSIP
Quel blaireau elle a couché pr reussir c n'importe quoi.,What a jerk she slept her way to the top it's nonsense.,GOSSIP
Le coût du SaaS doit etre imputee au marketing selon le contrat,The SaaS cost must be charged to marketing according to the contract,ACCOUNTING
kikou mon cœur repose-toi bien. bisous.,Hiya sweetheart rest well. Kisses.,LOVE
si tu as deux secondes entre midi et deux le certificat ssl a expire merci d'avance.,If you have a sec during lunch the SSL certificate has expired thanks in advance.,TECH
yo bébé je t'aime fort.,Yo baby I love you so much.,LOVE
L'abonnement Azure est arrivee à la compta selon le contrat,The Azure subscription arrived at accounting according to the contract,ACCOUNTING
Yo mon ange fais attention a toi.,Yo my angel take care.,LOVE
Re ma cherie fais de beaux reves.,Re darling sweet dreams.,LOVE
Desole de te déranger pendant ton repas mais je n'ai pas reçu le bon de commande je compte sur toi.,Sorry to disturb your meal but I didn't receive the purchase order I'm counting on you.,ACCOUNTING
on mange quoi ce soir ? ma puce à toute.,what are we eating tonight? honey see you later.,LOVE
Je ne me sens pas en sécurité son alcoolisme met l'équipe en danger je vais porter plainte.,I don't feel safe his alcoholism endangers the team I will file a complaint.,HR_COMPLAINT
bsr mon ange je pense a toi.,Good evening my angel I'm thinking of you.,LOVE
La redevance logicielle doit etre réglée avant vendredi,Software fee must be paid before Friday,ACCOUNTING
Désolé de te déranger pendant ton repas mais la base de donnees est corrompue dsl encore.,Sorry to disturb your meal but the database is corrupted sorry again.,TECH
Le renouvellement annuel doit etre imputee au marketing dans SAP,Annual renewal must be charged to marketing in SAP,ACCOUNTING
Pendant que j'y pense le serveur de prod a crashe merci d'avance.,While I'm thinking about it the prod server crashed thanks in advance.,TECH
Yo ma vie fais attention à toi. Bisous.,Yo my life take care. Kisses.,LOVE
slt ma belle repose-toi bien. Bisous.,Hi beautiful rest well. Kisses.,LOVE
Le stockage S3 tournent dans le vide réduis le provisionning,S3 storage are running mostly idle reduce provisioning,INFRA
dis-moi mon ange appelle-moi qd tu peux.,Tell me my angel call me when you can.,LOVE
Les volumes EBS tournent dans le vide optimise l'autoscaling,EBS volumes are running mostly idle optimize autoscaling,INFRA
Si tu as deux secondes entre midi et deux l'API renvoie une erreur 500 tiens-moi au courant.,If you have a sec during lunch the API returns a 500 error keep me posted.,TECH
Les volumes EBS sont surdimensionnés optimise l'autoscaling,EBS volumes are oversized optimize autoscaling,INFRA
Je sais que tu es en réunion mais il manque le justificatif Uber sinon on verra ça lundi.,I know you are in a meeting but the Uber receipt is missing otherwise we'll see this Monday.,ACCOUNTING
slt berber je pens a toi.,Hi baby I'm thinking of you.,LOVE
Tu me dois 5 euros pr le cafe.,You owe me 5 euros for the coffee.,MISC
c abuse c'est un léche-bottes ça me saoule.,It's ridiculous he is a bootlicker it annoys me.,GOSSIP
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 c'est super urgent.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error it is super urgent.,TECH
dis-moi mon tt fais attention a toi. bisous.,Tell me my everything take care. Kisses.,LOVE
les lambdas consomment trop de cpu on doit éteindre la nuit,Lambdas consume too much CPU we must turn off at night,INFRA
fais de beaux reves. trésor a toute.,sweet dreams. treasure see you later.,LOVE
j'ai oublie mon badge a la maison.,I left my badge at home.,MISC
On déjeune a quelle heure ?,What time do we have lunch?,MISC
Hello mon cheri repose-toi bien.,Hello darling rest well.,LOVE
Desole de te deranger pendant ton repas mais l'API renvoie une erreur 500 je compte sur toi.,Sorry to disturb your meal but the API returns a 500 error I'm counting on you.,TECH
La note Datadog est bloquee pour impaye dans SAP,The Datadog invoice is blocked for non-payment in SAP,ACCOUNTING
c abuse c'est un léche-bottes c'est n'importe quoi.,It's ridiculous he is a bootlicker it's nonsense.,GOSSIP
hey mon amour on mange koi ce soir ? bisous.,Hey my love what are we eating tonight? Kisses.,LOVE
Nos serveurs de dev sont inactifs le week-end supprime les volumes orphelins,Our dev servers are inactive on weekends delete orphan volumes,INFRA
Les pods sont surdimensionnes optimise l'autoscaling,Pods are oversized optimize autoscaling,INFRA
bsr ma belle appelle-moi qd tu peux. Bisous.,Good evening beautiful call me when you can. Kisses.,LOVE
Les pods coûtent trop cher supprime les volumes orphelins,Pods are too expensive delete orphan volumes,INFRA
Salut tresor on mange koi ce soir ? Bisous.,Hi treasure what are we eating tonight? Kisses.,LOVE
Les machines virtuelles coûtent trop cher on doit éteindre la nuit,Virtual machines are too expensive we must turn off at night,INFRA
Franchement elle ne fout rien de ses journées c n'importe quoi.,Honestly she does nothing all day it's nonsense.,GOSSIP
La facture AWS a besoin d'une validation du CFO ce mois-ci,The AWS bill needs CFO validation this month,ACCOUNTING
Je n'ai que des pieces rouges.,I only have pennies.,MISC
Avant que j'oublie et que je parte il faut valider le devis du fournisseur c'est super urgent.,Before I forget and leave we must validate the supplier quote it is super urgent.,ACCOUNTING
C'est grave je demande une intervention des RH je vais porter plainte.,It is serious I request HR intervention I will file a complaint.,HR_COMPLAINT
Pendant que j'y pense il manque le justificatif Uber tiens-moi au courant.,While I'm thinking about it the Uber receipt is missing keep me posted.,ACCOUNTING
Avant que j'oublie et que je parte je dois absolument commit ce fichier merci d'avance.,Before I forget and leave I absolutely must commit this file thanks in advance.,TECH
Franchement c'est un léche-bottes ça me saoule.,Honestly he is a bootlicker it annoys me.,GOSSIP
Désolé de te déranger pendant ton repas mais le déploiement a echoue tiens-moi au courant.,Sorry to disturb your meal but the deployment failed keep me posted.,TECH
La redevance logicielle doit être reglee avant vendredi,Software fee must be paid before Friday,ACCOUNTING
C'est grave l'ambiance est devenue toxique et dangereuse il faut agir.,It is serious the atmosphere has become toxic and dangerous we must act.,HR_COMPLAINT
repose-toi bien. bebe à toute.,rest well. baby see you later.,LOVE
Je ne me sens pas en securite je subis du harcèlement moral je vais porter plainte.,I don't feel safe I am suffering from moral harassment I will file a complaint.,HR_COMPLAINT
La redevance logicielle est bloquee pour impaye avant vendredi,Software fee is blocked for non-payment before Friday,ACCOUNTING
l'abonnement azure n'a pas le bon bon de commande avant vendredi,The Azure subscription has the wrong PO before Friday,ACCOUNTING
il faut nettoyer l'écran de la tele.,Need to clean the TV screen.,MISC
Avant que j'oublie et que je parte il manque le justificatif Uber sinon on verra ça lundi.,Before I forget and leave the Uber receipt is missing otherwise we'll see this Monday.,ACCOUNTING
Ça va mon cœur j'ai fait a manger. Bisous.,How are you sweetheart I made dinner. Kisses.,LOVE
Bonne nuit ma belle je tm fort.,Good night beautiful I love you so much.,LOVE
Je dois signaler un incident il y a eu une agression verbale il faut agir.,I must report an incident there was a verbal assault we must act.,HR_COMPLAINT
avant que j'oublie et que je parte j'ai besoin des logs d'erreur désolé encore.,Before I forget and leave I need the error logs sorry again.,TECH
c abuser elle a couche pr reussir quel enfer.,It's ridiculous she slept her way to the top what a hell.,GOSSIP
C'est grave je subis du harcelement moral je vais porter plainte.,It is serious I am suffering from moral harassment I will file a complaint.,HR_COMPLAINT
Avant que j'oublie et que je parte le certificat SSL a expiré sinon on verra ca lundi.,Before I forget and leave the SSL certificate has expired otherwise we'll see this Monday.,TECH
Les instances EC2 sont inactifs le week-end réduis le provisionning,EC2 instances are inactive on weekends reduce provisioning,INFRA
Les volumes EBS consomment trop de CPU supprime les volumes orphelins,EBS volumes consume too much CPU delete orphan volumes,INFRA
yo ma cherie j'ai fait à manger.,Yo darling I made dinner.,LOVE
Le prélèvement Google Cloud depasse le budget alloue ce mois-ci,The Google Cloud debit exceeds allocated budget this month,ACCOUNTING
salut mon ange on mange quoi ce soir ?,Hi my angel what are we eating tonight?,LOVE
kikou trésor tu me manques.,Hiya treasure I miss you.,LOVE
Dis-moi mon cœur on mange koi ce soir ?,Tell me sweetheart what are we eating tonight?,LOVE
pendant que j'y pense la base de donnees est corrompue c'est super urgent.,While I'm thinking about it the database is corrupted it is super urgent.,TECH
Entre deux cafés il manque le justificatif Uber merci d'avance.,Between two coffees the Uber receipt is missing thanks in advance.,ACCOUNTING
Si tu as deux secondes entre midi et deux il faut merger la PR maintenant fais vite s'il te plaît.,If you have a sec during lunch we need to merge the PR now please be quick.,TECH
la facture aws est arrivée à la compta dans sap,The AWS bill arrived at accounting in SAP,ACCOUNTING
hello mon cheri appelle-moi qd tu peux.,Hello darling call me when you can.,LOVE
je sais que tu es en reunion mais le serveur de prod a crashé désolé encore.,I know you are in a meeting but the prod server crashed sorry again.,TECH
Dis-moi ma vie tu as b1 dormi ?,Tell me my life did you sleep well?,LOVE
Les nœuds du cluster tournent dans le vide met en place une policy d'arrêt,Cluster nodes are running mostly idle set up a stop policy,INFRA
Le renouvellement annuel est bloquée pour impaye dans SAP,Annual renewal is blocked for non-payment in SAP,ACCOUNTING
Les frais de licence est bloquee pour impaye avant vendredi,License fees is blocked for non-payment before Friday,ACCOUNTING
kikou ma vie je tm fort.,Hiya my life I love you so much.,LOVE
Entre deux cafes il faut merger la PR maintenant je compte sur toi.,Between two coffees we need to merge the PR now I'm counting on you.,TECH
Tu as vu ? elle ne fout rien de ses journées c n'importe quoi.,Did you see? she does nothing all day it's nonsense.,GOSSIP
cc ma belle bisous. Bisous.,Hey beautiful kisses. Kisses.,LOVE
slt mon cœur repose-toi bien.,Hi sweetheart rest well.,LOVE
pendant que j'y pense il manque le justificatif uber merci d'avance.,While I'm thinking about it the Uber receipt is missing thanks in advance.,ACCOUNTING
Avant que j'oublie et que je parte j'ai besoin des logs d'erreur sinon on verra ça lundi.,Before I forget and leave I need the error logs otherwise we'll see this Monday.,TECH
Les machines virtuelles sont sous-utilisés on doit eteindre la nuit,Virtual machines are underutilized we must turn off at night,INFRA
Les nœuds du cluster gaspillent des ressources passe en instances spot,Cluster nodes are wasting resources switch to spot instances,INFRA
Les frais de licence n'a pas le bon bon de commande dans SAP,License fees has the wrong PO in SAP,ACCOUNTING
entre deux cafes la tva n'est pas bonne sur ce document c'est super urgent.,Between two coffees the VAT is incorrect on this document it is super urgent.,ACCOUNTING
On déjeune à quelle heure ?,What time do we have lunch?,MISC
C'est grave il a eu des gestes deplaces c'est illegal.,It is serious he made inappropriate gestures it is illegal.,HR_COMPLAINT
il faut nettoyé l'ecran de la télé.,Need to clean the TV screen.,MISC
Je sais que tu es en reunion mais il manque le justificatif Uber sinon on verra ça lundi.,I know you are in a meeting but the Uber receipt is missing otherwise we'll see this Monday.,ACCOUNTING
Entre deux cafés je n'ai pas recu le bon de commande tiens-moi au courant.,Between two coffees I didn't receive the purchase order keep me posted.,ACCOUNTING
Hey ma puce j'ai fait à manger. Bisous.,Hey honey I made dinner. Kisses.,LOVE
c'est grave il a eu des gestes deplaces je vais porter plainte.,It is serious he made inappropriate gestures I will file a complaint.,HR_COMPLAINT
C'est abuse il est encore bourrer mdr.,It's ridiculous he is drunk again lol.,GOSSIP
Je dois retirer de l'argent pr le resto.,I need to withdraw cash for the restaurant.,MISC
Avant que j'oublie et que je parte il faut valider le devis du fournisseur tiens-moi au courant.,Before I forget and leave we must validate the supplier quote keep me posted.,ACCOUNTING
Je pars en week-end dans 5 minutes mais peux-tu m'envoyer le RIB pour le virement ? merci d'avance.,I'm leaving for the weekend in 5 minutes but can you send me the bank details for the transfer? thanks in advance.,ACCOUNTING
Le stockage S3 coûtent trop cher on doit éteindre la nuit,S3 storage are too expensive we must turn off at night,INFRA
Si tu as deux secondes entre midi et deux peux-tu m'envoyer le RIB pour le virement ? merci d'avance.,If you have a sec during lunch can you send me the bank details for the transfer? thanks in advance.,ACCOUNTING
Je dois signaler un incident il a eu des gestes deplaces c'est illégal.,I must report an incident he made inappropriate gestures it is illegal.,HR_COMPLAINT
je pars en week-end dans 5 minutes mais le certificat ssl a expiré sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired otherwise we'll see this Monday.,TECH
Avant que j'oublie et que je parte la facture n'est pas au bon format je compte sur toi.,Before I forget and leave the invoice is in the wrong format I'm counting on you.,ACCOUNTING
Je dois signaler un incident je subis du harcelement moral je vais porter plainte.,I must report an incident I am suffering from moral harassment I will file a complaint.,HR_COMPLAINT
Les lambdas sont sous-utilises on doit éteindre la nuit,Lambdas are underutilized we must turn off at night,INFRA
La base RDS sont surdimensionnes il faut reduire la taille,RDS database are oversized we need to downsize,INFRA
Je dois retirer de l'argent pour le resto.,I need to withdraw cash for the restaurant.,MISC
Le coût du SaaS n'a pas le bon bon de commande immediatement,The SaaS cost has the wrong PO immediately,ACCOUNTING
hey ma puce bisous.,Hey honey kisses.,LOVE
Entre deux cafes le deploiement a echoue je compte sur toi.,Between two coffees the deployment failed I'm counting on you.,TECH
Quel blaireau elle a couché pour réussir c n'importe quoi.,What a jerk she slept her way to the top it's nonsense.,GOSSIP
Pendant que j'y pense la base de données est corrompue désolé encore.,While I'm thinking about it the database is corrupted sorry again.,TECH
La base RDS sont sous-utilisés optimise l'autoscaling,RDS database are underutilized optimize autoscaling,INFRA
Je dois signaler un incident je demande une intervention des RH c'est illegal.,I must report an incident I request HR intervention it is illegal.,HR_COMPLAINT
Si tu as deux secondes entre midi et deux l'API renvoie une erreur 500 merci d'avance.,If you have a sec during lunch the API returns a 500 error thanks in advance.,TECH
hey mon ange on mange koi ce soir ?,Hey my angel what are we eating tonight?,LOVE
Quel blaireau il est complètement incompétent mdr.,What a jerk he is completely incompetent lol.,GOSSIP
Le cluster Kubernetes sont sous-utilisés réduis le provisionning,The Kubernetes cluster are underutilized reduce provisioning,INFRA
Dis-moi ma cherie tu as b1 dormi ?,Tell me darling did you sleep well?,LOVE
Les instances EC2 tournent dans le vide reduis le provisionning,EC2 instances are running mostly idle reduce provisioning,INFRA
Les nœuds du cluster gaspillent des ressources met en place une policy d'arrêt,Cluster nodes are wasting resources set up a stop policy,INFRA
La machine a café est en panne.,The coffee machine is broken.,MISC
Le distributeur de billets est vide.,The ATM is empty.,MISC
Entre deux cafes je dois absolument commit ce fichier tiens-moi au courant.,Between two coffees I absolutely must commit this file keep me posted.,TECH
c abuser elle ne fout rien de ses journées c n'importe quoi.,It's ridiculous she does nothing all day it's nonsense.,GOSSIP
Tu as vu le dénié iPhone ?,Did you see the latest iPhone?,MISC
Bonne nuit ma cherie tu as bien dormi ?,Good night darling did you sleep well?,LOVE
je tm fort. trésor à toute.,I love you so much. treasure see you later.,LOVE
La redevance logicielle est bloquee pour impayé avant vendredi,Software fee is blocked for non-payment before Friday,ACCOUNTING
Je ne me sens pas en sécurité je demande une intervention des RH je vais porter plainte.,I don't feel safe I request HR intervention I will file a complaint.,HR_COMPLAINT
Je sais que tu es en réunion mais peux-tu m'envoyer le RIB pour le virement ? c'est super urgent.,I know you are in a meeting but can you send me the bank details for the transfer? it is super urgent.,ACCOUNTING
C'est grave il y a eu une agression verbale c'est illégal.,It is serious there was a verbal assault it is illegal.,HR_COMPLAINT
La note Datadog est bloquee pour impayé dans SAP,The Datadog invoice is blocked for non-payment in SAP,ACCOUNTING
on mange koi ce soir ? bebe a toute.,what are we eating tonight? baby see you later.,LOVE
Juste avant de prendre le train j'ai besoin des logs d'erreur merci d'avance.,Just before catching the train I need the error logs thanks in advance.,TECH
tu me manques. tresor à toute.,I miss you. treasure see you later.,LOVE
Si tu as deux secondes entre midi et deux il faut valider le devis du fournisseur merci d'avance.,If you have a sec during lunch we must validate the supplier quote thanks in advance.,ACCOUNTING
hey mon cheri fais de beaux reves.,Hey darling sweet dreams.,LOVE
le cluster kubernetes sont surdimensionnes on doit eteindre la nuit,The Kubernetes cluster are oversized we must turn off at night,INFRA
J'ai trouve une pièce par terre.,I found a coin on the ground.,MISC
franchement il est complètement incompetent quel enfer.,Honestly he is completely incompetent what a hell.,GOSSIP
Hello ma puce appelle-moi qd tu peux.,Hello honey call me when you can.,LOVE
