french_sentence,topic
L'entretien est calé pour mardi 14h.,HR HIRING
Le candidat a de bonnes compétences techniques.,HR HIRING
On doit rédiger l'offre d'emploi pour LinkedIn.,HR HIRING
Son profil ne matche pas avec la culture.,HR HIRING
Tu as vérifié ses références ?,HR HIRING
On lui fait une proposition salariale demain.,HR HIRING
L'onboarding des nouveaux commence lundi.,HR HIRING
C'est un poste en CDI ou en freelance ?,HR HIRING
Il a un préavis de trois mois.,HR HIRING
Je cherche un profil junior pour commencer.,HR HIRING
Les soft skills sont aussi importants que le diplôme.,HR HIRING
On a trop de candidatures à trier.,HR HIRING
Le manager a validé le recrutement.,HR HIRING
Elle a réussi le test technique.,HR HIRING
Quel est le budget pour ce poste ?,HR HIRING
On chasse des talents chez la concurrence.,HR HIRING
Le processus de recrutement est trop long.,HR HIRING
Il manque de l'expérience en management.,HR HIRING
Prépare le contrat de travail.,HR HIRING
On a besoin de renforcer l'équipe marketing.,HR HIRING
C'est une création de poste.,HR HIRING
Le candidat est disponible immédiatement.,HR HIRING
On fait un entretien vidéo pour la présélection.,HR HIRING
Sa lettre de motivation est très bien écrite.,HR HIRING
Il demande un salaire trop élevé.,HR HIRING
On a short-listé trois personnes.,HR HIRING
Le cabinet de recrutement nous a envoyé des profils.,HR HIRING
Tu peux screener les CVs ?,HR HIRING
On organise une session de recrutement collective.,HR HIRING
Il faut mettre à jour la fiche de poste.,HR HIRING
Le candidat a annulé l'entretien.,HR HIRING
On cherche quelqu'un de bilingue.,HR HIRING
C'est pour un stage de fin d'études.,HR HIRING
Il a un trou dans son CV.,HR HIRING
Fais-lui passer le test de personnalité.,HR HIRING
On doit améliorer notre marque employeur.,HR HIRING
Le vivier de candidats est vide.,HR HIRING
Elle a été cooptée par un employé.,HR HIRING
On signe la promesse d'embauche.,HR HIRING
Le turn-over est faible dans cette équipe.,HR HIRING
Il faut prévoir le matériel pour son arrivée.,HR HIRING
C'est un profil atypique mais intéressant.,HR HIRING
On clôture les candidatures ce soir.,HR HIRING
Le feeling est bien passé avec l'équipe.,HR HIRING
Il a postulé via notre site carrière.,HR HIRING
Quelles sont ses prétentions salariales ?,HR HIRING
On lui propose un package attractif.,HR HIRING
Il faut checker son casier judiciaire (si légal).,HR HIRING
L'intégration se fera à distance.,HR HIRING
Le responsable RH veut le voir.,HR HIRING
C'est un poste clé pour l'entreprise.,HR HIRING
On a besoin de renfort pour l'été.,HR HIRING
Le candidat hésite entre deux offres.,HR HIRING
Il a une clause de non-concurrence.,HR HIRING
On recrute en interne ou en externe ?,HR HIRING
Le sourcing est difficile sur ce métier.,HR HIRING
Il a menti sur son CV.,HR HIRING
On organise une journée portes ouvertes recrutement.,HR HIRING
Le candidat habite trop loin.,HR HIRING
Il est prêt à déménager pour le job.,HR HIRING
On lui offre des tickets restaurant et une mutuelle.,HR HIRING
La période d'essai est de 4 mois.,HR HIRING
Il faut valider l'embauche avec la finance.,HR HIRING
C'est un contrat d'alternance.,HR HIRING
Il a un excellent relationnel.,HR HIRING
On cherche un expert en Python.,HR HIRING
Le candidat pose beaucoup de questions pertinentes.,HR HIRING
On debriefe après l'entretien.,HR HIRING
Il faut envoyer une réponse négative aux autres.,HR HIRING
Le welcome kit est prêt ?,HR HIRING
On a besoin de ses documents administratifs.,HR HIRING
C'est un recrutement urgent.,HR HIRING
Le candidat a un profil LinkedIn complet.,HR HIRING
On fait une prise de référence téléphonique.,HR HIRING
Il manque de compétences techniques (Hard skills).,HR HIRING
Le poste est basé à Paris.,HR HIRING
On cherche quelqu'un de proactif.,HR HIRING
L'entretien s'est mal passé.,HR HIRING
Il a une expérience pertinente dans le secteur.,HR HIRING
On doit remplir le formulaire d'embauche.,HR HIRING
Le candidat est très motivé.,HR HIRING
On lui a fait visiter les bureaux.,HR HIRING
Il commence le premier du mois.,HR HIRING
Le salaire fixe est accompagné d'un variable.,HR HIRING
C'est un chasseur de têtes qui m'appelle.,HR HIRING
On a besoin de sang neuf dans l'équipe.,HR HIRING
Le processus d'embauche est gelé.,HR HIRING
Il correspond aux valeurs de l'entreprise.,HR HIRING
On a reçu une candidature spontanée.,HR HIRING
Le CV est au format PDF.,HR HIRING
Il faut planifier son parcours d'intégration.,HR HIRING
"On cherche un leader pas un suiveur.
",HR HIRING
L'annonce a été publiée sur Indeed.,HR HIRING
Le candidat parle couramment espagnol.,HR HIRING
On a besoin de sa carte vitale.,HR HIRING
Le contrat est prêt à être signé.,HR HIRING
C'est la dernière étape du recrutement.,HR HIRING
Bienvenue dans l'équipe !,HR HIRING
On a atteint nos objectifs de recrutement.,HR HIRING
Nous avons le plaisir de vous informer que votre candidature a été retenue.,HR HIRING
Veuillez trouver ci-joint votre contrat de travail pour relecture.,HR HIRING
Nous vous remercions de l'intérêt que vous portez à notre entreprise.,HR HIRING
Votre profil correspond aux exigences du poste à pourvoir.,HR HIRING
Nous souhaiterions vous convier à un second entretien.,HR HIRING
"Malheureusement nous ne donnerons pas suite à votre candidature.
",HR HIRING
Veuillez nous transmettre la copie de vos diplômes.,HR HIRING
Le poste est à pourvoir dans les meilleurs délais.,HR HIRING
Nous vous prions de confirmer votre présence à l'entretien.,HR HIRING
La période d'essai sera de quatre mois renouvelable.,HR HIRING
Nous avons reçu un grand nombre de candidatures de qualité.,HR HIRING
Veuillez vous munir d'une pièce d'identité pour l'accueil.,HR HIRING
Le processus de recrutement comprend trois étapes distinctes.,HR HIRING
Nous vous proposons une rémunération annuelle brute de 40k€.,HR HIRING
L'intégration des nouveaux collaborateurs est une priorité.,HR HIRING
Nous restons à votre disposition pour tout complément d'information.,HR HIRING
Veuillez agréer l'expression de nos salutations distinguées.,HR HIRING
Ce poste nécessite une grande rigueur et de l'autonomie.,HR HIRING
Nous vous invitons à compléter votre dossier administratif.,HR HIRING
Votre expérience professionnelle est un atout majeur.,HR HIRING
Nous souhaitons vérifier vos références auprès de vos anciens employeurs.,HR HIRING
Le candidat a démontré une excellente capacité d'analyse.,HR HIRING
Nous vous confirmons votre embauche à compter du 1er septembre.,HR HIRING
La lettre de mission vous sera envoyée par courrier.,HR HIRING
Nous recherchons un collaborateur ayant un esprit d'équipe développé.,HR HIRING
Veuillez nous retourner le document signé et paraphé.,HR HIRING
L'entretien se déroulera dans nos locaux administratifs.,HR HIRING
Nous avons identifié plusieurs profils à haut potentiel.,HR HIRING
Le descriptif de poste est détaillé en annexe.,HR HIRING
Nous ne manquerons pas de conserver votre CV dans notre vivier.,HR HIRING
Veuillez indiquer vos disponibilités pour les deux prochaines semaines.,HR HIRING
La maîtrise de l'anglais est indispensable pour ce poste.,HR HIRING
Nous vous offrons un environnement de travail stimulant.,HR HIRING
Le candidat doit justifier de cinq ans d'expérience.,HR HIRING
Nous procédons actuellement à la présélection des candidats.,HR HIRING
Cette offre d'emploi est ouverte aux travailleurs handicapés.,HR HIRING
Nous vous félicitons pour votre parcours professionnel.,HR HIRING
L'embauche est conditionnée à la visite médicale.,HR HIRING
Nous vous prions de bien vouloir remplir le formulaire de candidature.,HR HIRING
Votre intégration sera supervisée par le directeur des ressources humaines.,HR HIRING
Nous évaluons les compétences techniques et comportementales.,HR HIRING
Le salaire fixe sera complété par des primes sur objectifs.,HR HIRING
Nous vous informons que le poste a été pourvu.,HR HIRING
Veuillez nous fournir un extrait de casier judiciaire.,HR HIRING
Nous souhaitons finaliser le recrutement avant la fin du mois.,HR HIRING
Le candidat a su nous convaincre par sa motivation.,HR HIRING
Nous vous proposons un contrat à durée indéterminée.,HR HIRING
Les avantages sociaux incluent une mutuelle d'entreprise.,HR HIRING
Nous sommes à la recherche de talents pour accompagner notre croissance.,HR HIRING
Veuillez accuser réception de cette proposition d'embauche.,HR HIRING
Le candidat possède les qualifications requises.,HR HIRING
Nous vous invitons à consulter notre politique de recrutement.,HR HIRING
L'entretien annuel a permis de définir les besoins en recrutement.,HR HIRING
Nous vous garantissons la confidentialité de votre candidature.,HR HIRING
Veuillez nous faire part de vos prétentions salariales.,HR HIRING
Le poste est rattaché à la direction marketing.,HR HIRING
Nous organisons des sessions de tests psychotechniques.,HR HIRING
Votre candidature a retenu toute notre attention.,HR HIRING
Nous vous prions de nous excuser pour le délai de réponse.,HR HIRING
Le candidat doit faire preuve de leadership.,HR HIRING
Nous validons la création de ce nouveau poste budgétaire.,HR HIRING
L'intégration comprend une formation aux outils internes.,HR HIRING
Nous vous confirmons le rendez-vous avec le manager opérationnel.,HR HIRING
Veuillez préparer une liste de références professionnelles.,HR HIRING
Nous sommes impatients de vous accueillir dans nos équipes.,HR HIRING
Le processus de sélection est rigoureux et équitable.,HR HIRING
Nous avons besoin d'un collaborateur polyvalent.,HR HIRING
Veuillez trouver ci-joint le livret d'accueil.,HR HIRING
Le candidat a accepté notre proposition financière.,HR HIRING
Nous devons respecter la parité dans ce recrutement.,HR HIRING
L'offre est valable sous réserve de vérification des diplômes.,HR HIRING
Nous vous adressons nos meilleurs vœux de réussite.,HR HIRING
Le poste implique des déplacements fréquents.,HR HIRING
Nous avons le regret de vous informer que votre profil ne correspond pas.,HR HIRING
Veuillez compléter votre profil sur notre portail carrière.,HR HIRING
Le recrutement est une étape clé de notre stratégie.,HR HIRING
Nous recherchons avant tout une personnalité.,HR HIRING
Le candidat sera soumis à une période de formation.,HR HIRING
Nous vous prions de respecter l'horaire de convocation.,HR HIRING
L'embauche ne sera définitive qu'après la période d'essai.,HR HIRING
Nous vous envoyons le lien pour l'entretien en visioconférence.,HR HIRING
Le candidat a une excellente présentation.,HR HIRING
Nous souhaitons recruter un expert dans son domaine.,HR HIRING
Veuillez apporter votre carte d'identité et votre carte vitale.,HR HIRING
Le contrat prendra effet le premier jour du mois prochain.,HR HIRING
Nous vous remercions pour le temps accordé lors de l'entretien.,HR HIRING
Le poste exige une grande disponibilité.,HR HIRING
Nous avons finalisé la short-list des candidats.,HR HIRING
Veuillez nous confirmer votre date de début souhaitée.,HR HIRING
Nous vous souhaitons la bienvenue au sein de notre groupe.,HR HIRING
J'ai recu un suepr CV ce matin.,HR HIRING
L'entrtein est calé pour mardi 14h.,HR HIRING
Le cnadidat a de bonnes competences.,HR HIRING
Faut rediger l'offre d'emloi.,HR HIRING
Son prfoil matche pas avec la boite.,HR HIRING
T'as verifié ses refrences ?,HR HIRING
On fait une propostion salariale demain.,HR HIRING
L'onboardng commence lundi.,HR HIRING
C'est un pste en CDI ou freelance ?,HR HIRING
Il a un preavis de 3 mois.,HR HIRING
Je cherche un junior pur commencer.,HR HIRING
Les soft skils sont improtants.,HR HIRING
Trop de candiatures a trier.,HR HIRING
Le manager a validé le recrutment.,HR HIRING
Elle a reussi le tset technique.,HR HIRING
C'est quoi le budjet pour ce poste ?,HR HIRING
On chasse des talnets ailleurs.,HR HIRING
Process de recrutment trop long.,HR HIRING
Manque d'experinece en management.,HR HIRING
Prepare le contart de travail.,HR HIRING
Besoin de renfocer l'equipe.,HR HIRING
Creation de potse.,HR HIRING
Candidat dispo tout de suiet.,HR HIRING
Entretien vido pour la preselection.,HR HIRING
Lettre de motiv bien ecrite.,HR HIRING
Salaire trop elevé demnadé.,HR HIRING
On a short-listé 3 peronnes.,HR HIRING
Le cabinet a envoyé des prfils.,HR HIRING
Tu peux screener les C V ?,HR HIRING
Session de recutement collective.,HR HIRING
Mise a jour fiche de potse.,HR HIRING
Candidat a annulé l'entretine.,HR HIRING
Cherche qqn de bilingue.,HR HIRING
Stage de fin d'etudes.,HR HIRING
Il a un trrou dans son CV.,HR HIRING
Fais passer le test de perso.,HR HIRING
Ameliorer la marque employuer.,HR HIRING
Vivier de candidats vide.,HR HIRING
Cooptée par un emlpoyé.,HR HIRING
Signe la prmesse d'embauche.,HR HIRING
Turn-over faible ici.,HR HIRING
Prevoir materiel pour son arrviée.,HR HIRING
Profil atpyique interessant.,HR HIRING
Cloture des candidtures ce soir.,HR HIRING
Feeling bien passsé.,HR HIRING
Postulé via site carière.,HR HIRING
Pretentions salariles ?,HR HIRING
Propose un package atrtactif.,HR HIRING
Checker casier judicaire.,HR HIRING
Integration a distnce.,HR HIRING
RH veut le vior.,HR HIRING
Poste cle pour la boite.,HR HIRING
Renfort pur l'été.,HR HIRING
Hesite entre deux ofres.,HR HIRING
Clause de non-concurrence.,HR HIRING
Recrute interne ou extrne ?,HR HIRING
Sourcing diffcile.,HR HIRING
Menti sur son C V.,HR HIRING
Journée portes ouverts recrutement.,HR HIRING
Habite trop lion.,HR HIRING
Pret a demenager pour le job.,HR HIRING
Tickets resto et mutulle.,HR HIRING
Periode d'essai 4 mois.,HR HIRING
Valider embauche avec finnance.,HR HIRING
Contrat alternance.,HR HIRING
Excellent relatinnel.,HR HIRING
Cherche exprt Python.,HR HIRING
Pose des qestions pertinentes.,HR HIRING
Debrief apres l'entretine.,HR HIRING
Reponse negative aux aures.,HR HIRING
Welcome kit pret ?,HR HIRING
Besoin documents adminsitratifs.,HR HIRING
Recrutement urgnet.,HR HIRING
Profil LinkdIn complet.,HR HIRING
Prise de refrence tel.,HR HIRING
Manque de hard skils.,HR HIRING
Poste basé a Pris.,HR HIRING
Cherche qqn proactfi.,HR HIRING
Entretien mal passsé.,HR HIRING
Experience pertinante.,HR HIRING
Remplir formlaire embauche.,HR HIRING
Candidat tres mtiové.,HR HIRING
Visite des bureuax.,HR HIRING
Commence le 1er du mios.,HR HIRING
Salaire fixe + varibale.,HR HIRING
Chasseur de ttes appelle.,HR HIRING
Besoin sang nuf.,HR HIRING
Embauche gelée.,HR HIRING
Valeurs entrprise.,HR HIRING
Candidature spntanée.,HR HIRING
CV format P DF.,HR HIRING
Parcours integrtion.,HR HIRING
Cherche leader pas suiveur.,HR HIRING
Annonce sur Inded.,HR HIRING
Parle espagol courant.,HR HIRING
Besoin carte vitlae.,HR HIRING
Contrat pret a signd.,HR HIRING
Derniere etape recutement.,HR HIRING
Bienvenue ds l'equipe.,HR HIRING
Objectifs recutement atteints.,HR HIRING
J'ai recevoir un bon CV.,HR HIRING
L'entretien est pour demain.,HR HIRING
Le candidat est compétence bonne.,HR HIRING
Nous besoin écrire l'offre.,HR HIRING
Le profil est pas match avec nous.,HR HIRING
Tu as checker les références ?,HR HIRING
Nous faire une offre argent.,HR HIRING
L'arrivée commence lundi.,HR HIRING
C'est un travail pour toujours ?,HR HIRING
Il a un temps de notice.,HR HIRING
Je cherche un petit pour début.,HR HIRING
Les compétences mou est important.,HR HIRING
Il y a trop de papiers CV.,HR HIRING
Le chef a dire oui recrutement.,HR HIRING
Elle a gagner le test.,HR HIRING
Quel est l'argent pour le poste ?,HR HIRING
On vole les gens des autres.,HR HIRING
Le chemin recrutement est long.,HR HIRING
Il a pas expérience chef.,HR HIRING
Faire le contrat travail.,HR HIRING
Besoin plus de gens marketing.,HR HIRING
C'est un nouveau place.,HR HIRING
Le candidat est libre maintenant.,HR HIRING
On fait vidéo pour voir avant.,HR HIRING
La lettre est bien écrit.,HR HIRING
Il demande beaucoup argent.,HR HIRING
On a choisir trois personnes.,HR HIRING
L'agence a envoyer des profils.,HR HIRING
Tu peux regarder les CV ?,HR HIRING
On fait recrutement groupe.,HR HIRING
Mettre à jour le papier poste.,HR HIRING
Le candidat a stopper l'entretien.,HR HIRING
On cherche personne deux langues.,HR HIRING
C'est pour école fini.,HR HIRING
Il a un trou dans CV.,HR HIRING
Faire le test tête.,HR HIRING
Rendre la marque meilleur.,HR HIRING
La piscine de candidats est vide.,HR HIRING
Elle est venu par un ami.,HR HIRING
On signe la promesse.,HR HIRING
Les gens partent pas beaucoup.,HR HIRING
Préparer les choses pour lui.,HR HIRING
Profil bizarre mais bien.,HR HIRING
Fermer les demandes ce soir.,HR HIRING
Le sentiment est bon.,HR HIRING
Il a cliquer sur le site.,HR HIRING
Combien il veut argent ?,HR HIRING
On donne un paquet bon.,HR HIRING
Vérifier la police papier.,HR HIRING
Intégration est loin.,HR HIRING
RH vouloir voir lui.,HR HIRING
C'est poste clé.,HR HIRING
Besoin aide pour été.,HR HIRING
Il sait pas entre deux offres.,HR HIRING
Il a clause pas concurrence.,HR HIRING
On prend dedans ou dehors ?,HR HIRING
Trouver est difficile.,HR HIRING
Il a mentir sur CV.,HR HIRING
Journée porte ouverte recrutement.,HR HIRING
Il habite loin trop.,HR HIRING
Il bouger maison pour travail.,HR HIRING
On donne tickets manger.,HR HIRING
Le temps essai est 4 mois.,HR HIRING
Valider avec l'argent.,HR HIRING
Contrat école travail.,HR HIRING
Il est bon avec gens.,HR HIRING
Cherche expert ordinateur.,HR HIRING
Il pose question bien.,HR HIRING
Parler après entretien.,HR HIRING
Envoyer non aux autres.,HR HIRING
Le kit bienvenue est prêt ?,HR HIRING
Besoin papiers admin.,HR HIRING
C'est recrutement vite.,HR HIRING
Le LinkedIn est plein.,HR HIRING
Appeler pour références.,HR HIRING
Il a pas compétence dur.,HR HIRING
Le poste est à Paris.,HR HIRING
Cherche quelqu'un qui bouge.,HR HIRING
L'entretien est mauvais passé.,HR HIRING
Expérience est bonne.,HR HIRING
Remplir le papier embauche.,HR HIRING
Candidat est beaucoup motivé.,HR HIRING
On a montrer les bureaux.,HR HIRING
Il commence jour 1.,HR HIRING
Salaire et bonus.,HR HIRING
Chasseur tête appel moi.,HR HIRING
Besoin sang nouveau.,HR HIRING
Embauche est glace.,HR HIRING
Il est comme entreprise.,HR HIRING
Candidature spontanée reçu.,HR HIRING
CV est PDF.,HR HIRING
Planifier le chemin.,HR HIRING
Cherche chef pas suiveur.,HR HIRING
Annonce est sur internet.,HR HIRING
Candidat parler espagnol bien.,HR HIRING
Besoin carte verte.,HR HIRING
Contrat prêt signer.,HR HIRING
C'est la fin étape.,HR HIRING
Bienvenue dans équipe.,HR HIRING
Objectifs est fait.,HR HIRING
Je souhaite poser ma démission dès aujourd'hui.,HR COMPLAINT
Il y a une plainte pour harcèlement moral contre le manager.,HR COMPLAINT
Je suis convoqué à un entretien préalable au licenciement.,HR COMPLAINT
C'est une rupture conventionnelle pas un licenciement.,HR COMPLAINT
Je vais contacter l'inspection du travail.,HR COMPLAINT
L'ambiance est devenue toxique dans cette équipe.,HR COMPLAINT
Je suis en arrêt maladie pour burnout.,HR COMPLAINT
Tu as reçu ta lettre de licenciement ?,HR COMPLAINT
Je conteste cet avertissement injustifié.,HR COMPLAINT
Les représentants du personnel ont été alertés.,HR COMPLAINT
Il m'a menacé de me virer sans motif.,HR COMPLAINT
On va régler ça aux prud'hommes.,HR COMPLAINT
Je ne peux plus supporter cette pression psychologique.,HR COMPLAINT
C'est une faute grave selon le règlement intérieur.,HR COMPLAINT
Je demande une médiation avec les RH.,HR COMPLAINT
Mon solde de tout compte est incorrect.,HR COMPLAINT
Il y a discrimination à l'embauche.,HR COMPLAINT
Je n'ai pas été payé de mes heures supplémentaires.,HR COMPLAINT
Le syndicat va lancer une grève.,HR COMPLAINT
C'est du harcèlement sexuel il faut le signaler.,HR COMPLAINT
Je refuse de signer cet avenant au contrat.,HR COMPLAINT
Ils veulent me mettre au placard.,HR COMPLAINT
J'ai besoin d'un avocat en droit du travail.,HR COMPLAINT
La procédure de licenciement économique est lancée.,HR COMPLAINT
Je me sens en danger sur mon poste de travail.,HR COMPLAINT
C'est une atteinte à ma vie privée.,HR COMPLAINT
Je dépose une main courante.,HR COMPLAINT
Le CSE a voté une expertise pour risques psychosociaux.,HR COMPLAINT
On m'a retiré mes responsabilités sans explication.,HR COMPLAINT
Je demande la résiliation judiciaire de mon contrat.,HR COMPLAINT
C'est un abandon de poste caractérisé.,HR COMPLAINT
Il m'a insulté devant tout le monde.,HR COMPLAINT
Je ne ferai pas mon préavis.,HR COMPLAINT
La clause de mobilité est abusive.,HR COMPLAINT
Je suis victime de mobbing.,HR COMPLAINT
Ils ne respectent pas la convention collective.,HR COMPLAINT
Je demande un rendez-vous urgent avec le DRH.,HR COMPLAINT
C'est un licenciement pour cause réelle et sérieuse.,HR COMPLAINT
On m'a forcé à démissionner.,HR COMPLAINT
Je n'ai toujours pas reçu mon attestation Pôle Emploi.,HR COMPLAINT
Les conditions de sécurité ne sont pas respectées.,HR COMPLAINT
Je vais faire valoir mon droit de retrait.,HR COMPLAINT
Il y a un conflit d'intérêts manifeste.,HR COMPLAINT
Je suis victime de placardisation.,HR COMPLAINT
La médecine du travail m'a déclaré inapte.,HR COMPLAINT
Je conteste le motif de mon renvoi.,HR COMPLAINT
C'est une sanction disciplinaire disproportionnée.,HR COMPLAINT
Je vais signaler ces agissements à la direction.,HR COMPLAINT
Le plan social (PSE) va impacter 50 personnes.,HR COMPLAINT
Je demande des dommages et intérêts.,HR COMPLAINT
C'est du travail dissimulé.,HR COMPLAINT
On ne me donne plus de travail à faire.,HR COMPLAINT
Je subis des remarques sexistes au quotidien.,HR COMPLAINT
Le climat social est détestable.,HR COMPLAINT
Je vais saisir le défenseur des droits.,HR COMPLAINT
Il a violé son obligation de loyauté.,HR COMPLAINT
Je demande le paiement de mes indemnités.,HR COMPLAINT
C'est une modification unilatérale du contrat.,HR COMPLAINT
Je suis témoin de faits de corruption.,HR COMPLAINT
Ils ont fouillé mon ordinateur sans ma présence.,HR COMPLAINT
Je suis à bout de nerfs.,HR COMPLAINT
La charge de travail est inhumaine.,HR COMPLAINT
Je ne signerai pas ce document.,HR COMPLAINT
C'est une mise à pied conservatoire.,HR COMPLAINT
Je demande la protection fonctionnelle.,HR COMPLAINT
Il m'a agressé physiquement.,HR COMPLAINT
Je vais dénoncer ces pratiques.,HR COMPLAINT
C'est un licenciement abusif.,HR COMPLAINT
Je réclame mes congés payés non pris.,HR COMPLAINT
Il y a une retenue sur salaire illégale.,HR COMPLAINT
Je suis harcelé par téléphone le soir.,HR COMPLAINT
C'est une inégalité de traitement flagrante.,HR COMPLAINT
Je vais alerter la presse.,HR COMPLAINT
Mon manager me humilie en réunion.,HR COMPLAINT
Je demande mon dossier administratif.,HR COMPLAINT
C'est une violation du droit à la déconnexion.,HR COMPLAINT
Je suis victime de racisme au bureau.,HR COMPLAINT
La procédure est irrégulière.,HR COMPLAINT
Je demande une enquête interne.,HR COMPLAINT
Il m'a fait des avances déplacées.,HR COMPLAINT
Je ne peux plus travailler avec lui.,HR COMPLAINT
C'est une rétrogradation masquée.,HR COMPLAINT
Je vais prendre acte de la rupture.,HR COMPLAINT
Le protocole de départ est en cours de négociation.,HR COMPLAINT
Je suis exclu des réunions d'équipe.,HR COMPLAINT
C'est une pression insupportable.,HR COMPLAINT
Je vais porter plainte au pénal.,HR COMPLAINT
Mon intégrité morale est attaquée.,HR COMPLAINT
Je demande le respect de mes droits.,HR COMPLAINT
Ils refusent d'aménager mon poste.,HR COMPLAINT
C'est une entrave au droit de grève.,HR COMPLAINT
Je suis sous antidépresseurs à cause du boulot.,HR COMPLAINT
La rupture de la période d'essai est abusive.,HR COMPLAINT
Je ne reviendrai pas au bureau.,HR COMPLAINT
C'est une faute lourde intentionnelle.,HR COMPLAINT
Je demande l'application de la clause de conscience.,HR COMPLAINT
Je suis victime de chantage.,HR COMPLAINT
Ils n'ont pas payé ma prime de départ.,HR COMPLAINT
Le tribunal a tranché en ma faveur.,HR COMPLAINT
Je vous notifie par la présente ma démission de mes fonctions.,HR COMPLAINT
Veuillez prendre acte de ma décision de saisir le Conseil des Prud'hommes.,HR COMPLAINT
Nous vous convoquons à un entretien préalable à une éventuelle sanction.,HR COMPLAINT
Je conteste formellement les faits qui me sont reprochés.,HR COMPLAINT
Le comportement de Monsieur X s'apparente à du harcèlement moral.,HR COMPLAINT
Je vous mets en demeure de cesser ces agissements.,HR COMPLAINT
Cette décision constitue une modification substantielle de mon contrat.,HR COMPLAINT
Je sollicite une rupture conventionnelle de mon contrat de travail.,HR COMPLAINT
Veuillez me faire parvenir mon solde de tout compte.,HR COMPLAINT
Je me réserve le droit d'engager des poursuites judiciaires.,HR COMPLAINT
L'entreprise a manqué à son obligation de sécurité de résultat.,HR COMPLAINT
Je vous informe de l'exercice de mon droit de retrait.,HR COMPLAINT
La procédure de licenciement n'a pas été respectée.,HR COMPLAINT
Je suis au regret de vous informer de ma démission.,HR COMPLAINT
Veuillez trouver ci-joint mon certificat médical pour accident du travail.,HR COMPLAINT
Je conteste le calcul de mon indemnité de licenciement.,HR COMPLAINT
Je vous signale des faits de discrimination au sein du service.,HR COMPLAINT
Mon état de santé ne me permet plus d'exercer mes fonctions.,HR COMPLAINT
Je demande la résiliation judiciaire de mon contrat aux torts de l'employeur.,HR COMPLAINT
Veuillez cesser tout contact en dehors des heures de travail.,HR COMPLAINT
Je considère cette mutation comme une sanction déguisée.,HR COMPLAINT
Nous avons constaté une faute grave justifiant une mise à pied.,HR COMPLAINT
Je vous demande de bien vouloir réexaminer ma situation.,HR COMPLAINT
Le non-paiement du salaire constitue une faute de l'employeur.,HR COMPLAINT
Je me vois contraint de prendre acte de la rupture du contrat.,HR COMPLAINT
Cette attitude est contraire au règlement intérieur de l'entreprise.,HR COMPLAINT
Je sollicite l'assistance d'un conseiller du salarié.,HR COMPLAINT
Veuillez accuser réception de cette lettre de réclamation.,HR COMPLAINT
Je dénonce le climat de terreur qui règne dans le service.,HR COMPLAINT
Votre décision porte atteinte à ma dignité.,HR COMPLAINT
Je demande l'annulation de la sanction disciplinaire.,HR COMPLAINT
Les heures supplémentaires effectuées n'ont pas été rémunérées.,HR COMPLAINT
Je vous informe de mon intention de contacter l'inspection du travail.,HR COMPLAINT
La surcharge de travail met en péril ma santé mentale.,HR COMPLAINT
Je conteste le motif économique de ce licenciement.,HR COMPLAINT
Il s'agit d'une entrave au fonctionnement du comité social et économique.,HR COMPLAINT
Je refuse d'exécuter des tâches ne relevant pas de ma qualification.,HR COMPLAINT
Je suis victime d'agissements sexistes répétés.,HR COMPLAINT
Nous vous notifions votre licenciement pour insuffisance professionnelle.,HR COMPLAINT
Je demande réparation pour le préjudice subi.,HR COMPLAINT
Le respect du préavis est impossible compte tenu de la situation.,HR COMPLAINT
Je vous adresse ce courrier pour signaler une situation de burnout.,HR COMPLAINT
La clause de non-concurrence est nulle et non avenue.,HR COMPLAINT
Je demande la communication de mon dossier personnel.,HR COMPLAINT
Votre comportement constitue une faute inexcusable.,HR COMPLAINT
Je conteste l'avertissement reçu en date du 12 mars.,HR COMPLAINT
Je refuse la modification de mes horaires de travail.,HR COMPLAINT
Cette mesure est discriminatoire envers les représentants syndicaux.,HR COMPLAINT
Je demande la réintégration immédiate à mon poste.,HR COMPLAINT
Le harcèlement sexuel est passible de sanctions pénales.,HR COMPLAINT
Je vous mets en garde contre toute tentative de représailles.,HR COMPLAINT
Je demande une enquête impartiale sur ces allégations.,HR COMPLAINT
La rupture du contrat est imputable à l'employeur.,HR COMPLAINT
Je vous informe que je serai assisté lors de l'entretien.,HR COMPLAINT
Je décline toute responsabilité quant aux conséquences.,HR COMPLAINT
Cette situation constitue une violation de l'article L1152-1.,HR COMPLAINT
Je demande le paiement des arriérés de salaire.,HR COMPLAINT
Je me sens contraint de démissionner pour préserver ma santé.,HR COMPLAINT
L'employeur n'a pas respecté la procédure de reclassement.,HR COMPLAINT
Je demande l'application stricte de la convention collective.,HR COMPLAINT
Je vous signifie par la présente mon désaccord profond.,HR COMPLAINT
La lettre de licenciement ne précise pas les motifs.,HR COMPLAINT
Je considère que le lien de confiance est rompu.,HR COMPLAINT
Je suis victime d'une mise au placard injustifiée.,HR COMPLAINT
Je demande une indemnité transactionnelle.,HR COMPLAINT
Le non-respect du repos hebdomadaire est illégal.,HR COMPLAINT
Je vous prie d'agréer l'expression de mes salutations distinguées.,HR COMPLAINT
Je conteste la validité de la rupture conventionnelle.,HR COMPLAINT
Je signale un danger grave et imminent.,HR COMPLAINT
La médecine du travail préconise un aménagement de poste.,HR COMPLAINT
Je refuse d'être complice de pratiques illégales.,HR COMPLAINT
