Phrase,English_Equivalent,Topic
"Ça va mon chéri, fais attention à toi. Bisous.","How are you darling, take care. Kisses.",LOVE
Ça va bébé je pense à toi.,How are you baby I'm thinking of you.,LOVE
La note Datadog est arrivée à la compta.,The Datadog invoice arrived at accounting.,ACCOUNTING
Désolé de te déranger pendant ton repas mais le déploiement a échoué fais vite s'il te plaît.,Sorry to disturb your meal but the deployment failed please be quick.,TECH
"Avant que j'oublie et que je parte, je dois absolument commit ce fichier désolé encore.","Before I forget and leave, I absolutely must commit this file sorry again.",TECH
Le prélèvement Google Cloud a besoin d'une validation du CFO.,The Google Cloud debit needs CFO validation.,ACCOUNTING
Je sais que tu es en réunion mais je n'ai pas reçu le bon de commande fais vite s'il te plaît.,I know you are in a meeting but I didn't receive the purchase order please be quick.,ACCOUNTING
"Les pods sont surdimensionnés, optimise l'autoscaling.","Pods are oversized, optimize autoscaling.",INFRA
"Bonsoir mon ange, on mange quoi ce soir ? Bisous.","Good evening my angel, what are we eating tonight? Kisses.",LOVE
Tu as vu ? elle s'habille n'importe comment.,Did you see? she dresses terribly.,GOSSIP
"Bonsoir chaton, fais attention à toi. Bisous.","Good evening kitten, take care. Kisses.",LOVE
Je pars en week-end dans 5 minutes mais la base de données est corrompue désolé encore.,I'm leaving for the weekend in 5 minutes but the database is corrupted sorry again.,TECH
"Franchement, c'est un léche-bottes.","Honestly, he is a bootlicker.",GOSSIP
On déjeune à quelle heure ?,What time do we have lunch?,MISC
"Avant que j'oublie et que je parte, il manque le justificatif Uber je compte sur toi.","Before I forget and leave, the Uber receipt is missing I'm counting on you.",ACCOUNTING
Désolé de te déranger pendant ton repas mais le déploiement a échoué merci d'avance.,Sorry to disturb your meal but the deployment failed thanks in advance.,TECH
"Avant que j'oublie et que je parte, la TVA n'est pas bonne sur ce document fais vite s'il te plaît.","Before I forget and leave, the VAT is incorrect on this document please be quick.",ACCOUNTING
Le renouvellement annuel doit être imputée au marketing.,Annual renewal must be charged to marketing.,ACCOUNTING
Désolé de te déranger pendant ton repas mais il faut merger la PR maintenant merci d'avance.,Sorry to disturb your meal but we need to merge the PR now thanks in advance.,TECH
"Les pods gaspillent des ressources, supprime les volumes orphelins.","Pods are wasting resources, delete orphan volumes.",INFRA
tu rentres à quelle heure ? bébé à toute.,what time are you coming home? baby see you later.,LOVE
"Juste avant de prendre le train, le déploiement a échoué c'est super urgent.","Just before catching the train, the deployment failed it is super urgent.",TECH
"Les instances EC2 sont inactifs le week-end, met en place une policy d'arrêt.","EC2 instances are inactive on weekends, set up a stop policy.",INFRA
Hey trésor appelle-moi quand tu peux.,Hey treasure call me when you can.,LOVE
appelle-moi quand tu peux. mon amour à toute.,call me when you can. my love see you later.,LOVE
"Avant que j'oublie et que je parte, il manque le justificatif Uber fais vite s'il te plaît.","Before I forget and leave, the Uber receipt is missing please be quick.",ACCOUNTING
"Pendant que j'y pense, il faut merger la PR maintenant désolé encore.","While I'm thinking about it, we need to merge the PR now sorry again.",TECH
"Au fait bébé, tu rentres à quelle heure ? Bisous.","By the way baby, what time are you coming home? Kisses.",LOVE
Désolé de te déranger pendant ton repas mais peux-tu m'envoyer le RIB pour le virement ? tiens-moi au courant.,Sorry to disturb your meal but can you send me the bank details for the transfer? keep me posted.,ACCOUNTING
Hello mon chéri bon appétit.,Hello darling enjoy your meal.,LOVE
"Bonne nuit ma puce, bisous. Bisous.","Good night honey, kisses. Kisses.",LOVE
"Les lambdas sont surdimensionnés, passe en instances spot.","Lambdas are oversized, switch to spot instances.",INFRA
Désolé de te déranger pendant ton repas mais l'API renvoie une erreur 500 je compte sur toi.,Sorry to disturb your meal but the API returns a 500 error I'm counting on you.,TECH
"Avant que j'oublie et que je parte, tu as oublié de signer ma note de frais sinon on verra ça lundi.","Before I forget and leave, you forgot to sign my expense report otherwise we'll see this Monday.",ACCOUNTING
Yo mon cœur je t'aime fort.,Yo sweetheart I love you so much.,LOVE
"Avant que j'oublie et que je parte, il faut merger la PR maintenant je compte sur toi.","Before I forget and leave, we need to merge the PR now I'm counting on you.",TECH
"Coucou trésor, tu rentres à quelle heure ? Bisous.","Hey treasure, what time are you coming home? Kisses.",LOVE
"Pendant que j'y pense, la facture n'est pas au bon format sinon on verra ça lundi.","While I'm thinking about it, the invoice is in the wrong format otherwise we'll see this Monday.",ACCOUNTING
"Dis-moi mon ange, bisous. Bisous.","Tell me my angel, kisses. Kisses.",LOVE
appelle-moi quand tu peux. ma vie à toute.,call me when you can. my life see you later.,LOVE
"Pendant que j'y pense, la base de données est corrompue je compte sur toi.","While I'm thinking about it, the database is corrupted I'm counting on you.",TECH
"La base RDS consomment trop de CPU, optimise l'autoscaling.","RDS database consume too much CPU, optimize autoscaling.",INFRA
Désolé de te déranger pendant ton repas mais tu as oublié de signer ma note de frais je compte sur toi.,Sorry to disturb your meal but you forgot to sign my expense report I'm counting on you.,ACCOUNTING
on mange quoi ce soir ? mon chéri à toute.,what are we eating tonight? darling see you later.,LOVE
Je sais que tu es en réunion mais l'API renvoie une erreur 500 c'est super urgent.,I know you are in a meeting but the API returns a 500 error it is super urgent.,TECH
Hello ma vie je t'aime fort.,Hello my life I love you so much.,LOVE
Désolé de te déranger pendant ton repas mais la facture n'est pas au bon format merci d'avance.,Sorry to disturb your meal but the invoice is in the wrong format thanks in advance.,ACCOUNTING
"Coucou trésor, on mange quoi ce soir ? Bisous.","Hey treasure, what are we eating tonight? Kisses.",LOVE
"Kikou mon amour, bisous. Bisous.","Hiya my love, kisses. Kisses.",LOVE
"Hey mon tout, fais attention à toi. Bisous.","Hey my everything, take care. Kisses.",LOVE
Yo bébé tu as bien dormi ?,Yo baby did you sleep well?,LOVE
Bonne nuit bébé appelle-moi quand tu peux.,Good night baby call me when you can.,LOVE
"Pendant que j'y pense, le déploiement a échoué fais vite s'il te plaît.","While I'm thinking about it, the deployment failed please be quick.",TECH
Dis-moi mon ange tu rentres à quelle heure ?,Tell me my angel what time are you coming home?,LOVE
"Les nœuds du cluster sont inactifs le week-end, met en place une policy d'arrêt.","Cluster nodes are inactive on weekends, set up a stop policy.",INFRA
Coucou chaton j'ai hâte de te voir.,Hey kitten can't wait to see you.,LOVE
Au fait mon cœur bisous.,By the way sweetheart kisses.,LOVE
j'ai fait à manger. ma puce à toute.,I made dinner. honey see you later.,LOVE
je pense à toi. ma chérie à toute.,I'm thinking of you. darling see you later.,LOVE
La facture AWS doit être imputée au marketing.,The AWS bill must be charged to marketing.,ACCOUNTING
Les frais de licence doit être réglée.,License fees must be paid.,ACCOUNTING
"Pendant que j'y pense, peux-tu m'envoyer le RIB pour le virement ? c'est super urgent.","While I'm thinking about it, can you send me the bank details for the transfer? it is super urgent.",ACCOUNTING
"La base RDS gaspillent des ressources, il faut réduire la taille.","RDS database are wasting resources, we need to downsize.",INFRA
"Pendant que j'y pense, tu as oublié de signer ma note de frais je compte sur toi.","While I'm thinking about it, you forgot to sign my expense report I'm counting on you.",ACCOUNTING
Coucou mon cœur j'ai fait à manger.,Hey sweetheart I made dinner.,LOVE
Je dois retirer de l'argent pour le resto.,I need to withdraw cash for the restaurant.,MISC
Yo chaton je pense à toi.,Yo kitten I'm thinking of you.,LOVE
j'ai hâte de te voir. mon chéri à toute.,can't wait to see you. darling see you later.,LOVE
"Avant que j'oublie et que je parte, il manque le justificatif Uber tiens-moi au courant.","Before I forget and leave, the Uber receipt is missing keep me posted.",ACCOUNTING
Salut ma chérie appelle-moi quand tu peux.,Hi darling call me when you can.,LOVE
"C'est grave, je suis victime de discrimination.","It is serious, I am a victim of discrimination.",HR_COMPLAINT
"Juste avant de prendre le train, il faut merger la PR maintenant merci d'avance.","Just before catching the train, we need to merge the PR now thanks in advance.",TECH
"Les nœuds du cluster sont surdimensionnés, met en place une policy d'arrêt.","Cluster nodes are oversized, set up a stop policy.",INFRA
"Bonne nuit mon chéri, on mange quoi ce soir ? Bisous.","Good night darling, what are we eating tonight? Kisses.",LOVE
"La bande passante sont inactifs le week-end, supprime les volumes orphelins.","Bandwidth are inactive on weekends, delete orphan volumes.",INFRA
"Bonsoir mon ange, tu me manques. Bisous.","Good evening my angel, I miss you. Kisses.",LOVE
bon appétit. mon tout à toute.,enjoy your meal. my everything see you later.,LOVE
Re mon tout bisous.,Re my everything kisses.,LOVE
repose-toi bien. ma vie à toute.,rest well. my life see you later.,LOVE
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 c'est super urgent.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error it is super urgent.,TECH
"Entre deux cafés, il faut valider le devis du fournisseur fais vite s'il te plaît.","Between two coffees, we must validate the supplier quote please be quick.",ACCOUNTING
"Les nœuds du cluster coûtent trop cher, optimise l'autoscaling.","Cluster nodes are too expensive, optimize autoscaling.",INFRA
"Juste avant de prendre le train, j'ai besoin des logs d'erreur tiens-moi au courant.","Just before catching the train, I need the error logs keep me posted.",TECH
"Au fait mon tout, bon appétit. Bisous.","By the way my everything, enjoy your meal. Kisses.",LOVE
"Les lambdas coûtent trop cher, optimise l'autoscaling.","Lambdas are too expensive, optimize autoscaling.",INFRA
Je sais que tu es en réunion mais je dois absolument commit ce fichier merci d'avance.,I know you are in a meeting but I absolutely must commit this file thanks in advance.,TECH
Hello mon chéri tu me manques.,Hello darling I miss you.,LOVE
"Entre deux cafés, il manque le justificatif Uber tiens-moi au courant.","Between two coffees, the Uber receipt is missing keep me posted.",ACCOUNTING
Hey ma belle tu rentres à quelle heure ?,Hey beautiful what time are you coming home?,LOVE
Kikou ma vie tu as bien dormi ?,Hiya my life did you sleep well?,LOVE
"Pendant que j'y pense, la TVA n'est pas bonne sur ce document fais vite s'il te plaît.","While I'm thinking about it, the VAT is incorrect on this document please be quick.",ACCOUNTING
"Les lambdas tournent dans le vide, met en place une policy d'arrêt.","Lambdas are running mostly idle, set up a stop policy.",INFRA
Hello ma belle tu me manques.,Hello beautiful I miss you.,LOVE
Je sais que tu es en réunion mais j'ai besoin des logs d'erreur je compte sur toi.,I know you are in a meeting but I need the error logs I'm counting on you.,TECH
"Avant que j'oublie et que je parte, l'API renvoie une erreur 500 c'est super urgent.","Before I forget and leave, the API returns a 500 error it is super urgent.",TECH
Bonsoir mon amour fais attention à toi.,Good evening my love take care.,LOVE
"Franchement, il est encore bourré.","Honestly, he is drunk again.",GOSSIP
Hello mon ange j'ai hâte de te voir.,Hello my angel can't wait to see you.,LOVE
Je pars en week-end dans 5 minutes mais il manque le justificatif Uber tiens-moi au courant.,I'm leaving for the weekend in 5 minutes but the Uber receipt is missing keep me posted.,ACCOUNTING
Yo mon amour on mange quoi ce soir ?,Yo my love what are we eating tonight?,LOVE
fais attention à toi. trésor à toute.,take care. treasure see you later.,LOVE
Salut mon tout fais attention à toi.,Hi my everything take care.,LOVE
"La bande passante sont surdimensionnés, supprime les volumes orphelins.","Bandwidth are oversized, delete orphan volumes.",INFRA
"Bonne nuit ma chérie, j'ai hâte de te voir. Bisous.","Good night darling, can't wait to see you. Kisses.",LOVE
"Juste avant de prendre le train, je n'ai pas reçu le bon de commande sinon on verra ça lundi.","Just before catching the train, I didn't receive the purchase order otherwise we'll see this Monday.",ACCOUNTING
"Le cluster Kubernetes sont inactifs le week-end, il faut réduire la taille.","The Kubernetes cluster are inactive on weekends, we need to downsize.",INFRA
"Le cluster Kubernetes sont inactifs le week-end, passe en instances spot.","The Kubernetes cluster are inactive on weekends, switch to spot instances.",INFRA
"Kikou ma belle, fais attention à toi. Bisous.","Hiya beautiful, take care. Kisses.",LOVE
bon appétit. ma puce à toute.,enjoy your meal. honey see you later.,LOVE
Je pars en week-end dans 5 minutes mais le certificat SSL a expiré je compte sur toi.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired I'm counting on you.,TECH
"Franchement, elle a couché pour réussir.","Honestly, she slept her way to the top.",GOSSIP
Yo ma puce on mange quoi ce soir ?,Yo honey what are we eating tonight?,LOVE
Le renouvellement annuel est bloquée pour impayé.,Annual renewal is blocked for non-payment.,ACCOUNTING
La note Datadog n'a pas le bon bon de commande.,The Datadog invoice has the wrong PO.,ACCOUNTING
tu rentres à quelle heure ? mon cœur à toute.,what time are you coming home? sweetheart see you later.,LOVE
Désolé de te déranger pendant ton repas mais tu as oublié de signer ma note de frais sinon on verra ça lundi.,Sorry to disturb your meal but you forgot to sign my expense report otherwise we'll see this Monday.,ACCOUNTING
Hello ma puce tu rentres à quelle heure ?,Hello honey what time are you coming home?,LOVE
"Juste avant de prendre le train, la TVA n'est pas bonne sur ce document tiens-moi au courant.","Just before catching the train, the VAT is incorrect on this document keep me posted.",ACCOUNTING
Je pars en week-end dans 5 minutes mais tu as oublié de signer ma note de frais c'est super urgent.,I'm leaving for the weekend in 5 minutes but you forgot to sign my expense report it is super urgent.,ACCOUNTING
"Juste avant de prendre le train, il faut valider le devis du fournisseur fais vite s'il te plaît.","Just before catching the train, we must validate the supplier quote please be quick.",ACCOUNTING
"Entre nous, elle ne fout rien de ses journées.","Between us, she does nothing all day.",GOSSIP
Je pars en week-end dans 5 minutes mais il faut valider le devis du fournisseur c'est super urgent.,I'm leaving for the weekend in 5 minutes but we must validate the supplier quote it is super urgent.,ACCOUNTING
"Juste avant de prendre le train, le serveur de prod a crashé je compte sur toi.","Just before catching the train, the prod server crashed I'm counting on you.",TECH
"Je demande un RDV, je demande une intervention des RH.","I request a meeting, I request HR intervention.",HR_COMPLAINT
"Yo trésor, bon appétit. Bisous.","Yo treasure, enjoy your meal. Kisses.",LOVE
"Hello ma vie, bisous. Bisous.","Hello my life, kisses. Kisses.",LOVE
"Entre deux cafés, la TVA n'est pas bonne sur ce document fais vite s'il te plaît.","Between two coffees, the VAT is incorrect on this document please be quick.",ACCOUNTING
"Coucou mon chéri, repose-toi bien. Bisous.","Hey darling, rest well. Kisses.",LOVE
tu me manques. trésor à toute.,I miss you. treasure see you later.,LOVE
Je sais que tu es en réunion mais le déploiement a échoué désolé encore.,I know you are in a meeting but the deployment failed sorry again.,TECH
Tu as vu le dernier iPhone ?,Did you see the latest iPhone?,MISC
"Hey trésor, je t'aime fort. Bisous.","Hey treasure, I love you so much. Kisses.",LOVE
Le prélèvement Google Cloud dépasse le budget alloué.,The Google Cloud debit exceeds allocated budget.,ACCOUNTING
tu as bien dormi ? mon chéri à toute.,did you sleep well? darling see you later.,LOVE
je pense à toi. bébé à toute.,I'm thinking of you. baby see you later.,LOVE
Ma souris n'a plus de piles.,My mouse runs out of batteries.,MISC
"Bonsoir ma belle, je t'aime fort. Bisous.","Good evening beautiful, I love you so much. Kisses.",LOVE
"Dis-moi mon ange, tu me manques. Bisous.","Tell me my angel, I miss you. Kisses.",LOVE
"Si tu as deux secondes entre midi et deux, le serveur de prod a crashé sinon on verra ça lundi.","If you have a sec during lunch, the prod server crashed otherwise we'll see this Monday.",TECH
"Les volumes EBS sont surdimensionnés, on doit éteindre la nuit.","EBS volumes are oversized, we must turn off at night.",INFRA
"Si tu as deux secondes entre midi et deux, la base de données est corrompue désolé encore.","If you have a sec during lunch, the database is corrupted sorry again.",TECH
"Entre deux cafés, il faut valider le devis du fournisseur c'est super urgent.","Between two coffees, we must validate the supplier quote it is super urgent.",ACCOUNTING
"Pendant que j'y pense, le serveur de prod a crashé c'est super urgent.","While I'm thinking about it, the prod server crashed it is super urgent.",TECH
"Les nœuds du cluster tournent dans le vide, optimise l'autoscaling.","Cluster nodes are running mostly idle, optimize autoscaling.",INFRA
"Pendant que j'y pense, il faut valider le devis du fournisseur tiens-moi au courant.","While I'm thinking about it, we must validate the supplier quote keep me posted.",ACCOUNTING
tu as bien dormi ? bébé à toute.,did you sleep well? baby see you later.,LOVE
"Dis-moi ma puce, j'ai hâte de te voir. Bisous.","Tell me honey, can't wait to see you. Kisses.",LOVE
"Entre nous, c'est un léche-bottes.","Between us, he is a bootlicker.",GOSSIP
"Bonne nuit mon tout, tu as bien dormi ? Bisous.","Good night my everything, did you sleep well? Kisses.",LOVE
"Avant que j'oublie et que je parte, la base de données est corrompue sinon on verra ça lundi.","Before I forget and leave, the database is corrupted otherwise we'll see this Monday.",TECH
Je pars en week-end dans 5 minutes mais il manque le justificatif Uber merci d'avance.,I'm leaving for the weekend in 5 minutes but the Uber receipt is missing thanks in advance.,ACCOUNTING
Au fait ma chérie tu rentres à quelle heure ?,By the way darling what time are you coming home?,LOVE
"Ça va mon cœur, tu me manques. Bisous.","How are you sweetheart, I miss you. Kisses.",LOVE
"Avant que j'oublie et que je parte, le certificat SSL a expiré désolé encore.","Before I forget and leave, the SSL certificate has expired sorry again.",TECH
"Ça va ma belle, repose-toi bien. Bisous.","How are you beautiful, rest well. Kisses.",LOVE
Bonsoir mon tout repose-toi bien.,Good evening my everything rest well.,LOVE
"Hello ma belle, fais attention à toi. Bisous.","Hello beautiful, take care. Kisses.",LOVE
"La bande passante gaspillent des ressources, on doit éteindre la nuit.","Bandwidth are wasting resources, we must turn off at night.",INFRA
"Si tu as deux secondes entre midi et deux, j'ai besoin des logs d'erreur fais vite s'il te plaît.","If you have a sec during lunch, I need the error logs please be quick.",TECH
Kikou bébé j'ai hâte de te voir.,Hiya baby can't wait to see you.,LOVE
Hey mon amour tu me manques.,Hey my love I miss you.,LOVE
"Le cluster Kubernetes sont sous-utilisés, on doit éteindre la nuit.","The Kubernetes cluster are underutilized, we must turn off at night.",INFRA
Désolé de te déranger pendant ton repas mais l'API renvoie une erreur 500 sinon on verra ça lundi.,Sorry to disturb your meal but the API returns a 500 error otherwise we'll see this Monday.,TECH
"Quel blaireau, elle s'habille n'importe comment.","What a jerk, she dresses terribly.",GOSSIP
"Franchement, elle s'habille n'importe comment.","Honestly, she dresses terribly.",GOSSIP
"Pendant que j'y pense, il faut valider le devis du fournisseur je compte sur toi.","While I'm thinking about it, we must validate the supplier quote I'm counting on you.",ACCOUNTING
Le prélèvement Google Cloud nécessite la carte corporate.,The Google Cloud debit requires the corporate card.,ACCOUNTING
"Au fait chaton, j'ai fait à manger. Bisous.","By the way kitten, I made dinner. Kisses.",LOVE
"Entre deux cafés, l'API renvoie une erreur 500 sinon on verra ça lundi.","Between two coffees, the API returns a 500 error otherwise we'll see this Monday.",TECH
Kikou mon chéri tu me manques.,Hiya darling I miss you.,LOVE
"Nos serveurs de dev gaspillent des ressources, optimise l'autoscaling.","Our dev servers are wasting resources, optimize autoscaling.",INFRA
Bonsoir mon ange fais de beaux rêves.,Good evening my angel sweet dreams.,LOVE
"Coucou chaton, j'ai fait à manger. Bisous.","Hey kitten, I made dinner. Kisses.",LOVE
"Dis-moi ma vie, tu rentres à quelle heure ? Bisous.","Tell me my life, what time are you coming home? Kisses.",LOVE
on mange quoi ce soir ? mon amour à toute.,what are we eating tonight? my love see you later.,LOVE
"Dis-moi ma puce, fais attention à toi. Bisous.","Tell me honey, take care. Kisses.",LOVE
"Avant que j'oublie et que je parte, il manque le justificatif Uber désolé encore.","Before I forget and leave, the Uber receipt is missing sorry again.",ACCOUNTING
La redevance logicielle doit être réglée.,Software fee must be paid.,ACCOUNTING
"Bonne nuit ma puce, tu me manques. Bisous.","Good night honey, I miss you. Kisses.",LOVE
Dis-moi ma vie bisous.,Tell me my life kisses.,LOVE
"Ça va mon ange, j'ai fait à manger. Bisous.","How are you my angel, I made dinner. Kisses.",LOVE
"Bonne nuit mon amour, bisous. Bisous.","Good night my love, kisses. Kisses.",LOVE
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error otherwise we'll see this Monday.,TECH
appelle-moi quand tu peux. ma puce à toute.,call me when you can. honey see you later.,LOVE
Dis-moi trésor fais attention à toi.,Tell me treasure take care.,LOVE
"Kikou mon cœur, appelle-moi quand tu peux. Bisous.","Hiya sweetheart, call me when you can. Kisses.",LOVE
"Les volumes EBS sont sous-utilisés, réduis le provisionning.","EBS volumes are underutilized, reduce provisioning.",INFRA
Je sais que tu es en réunion mais le certificat SSL a expiré je compte sur toi.,I know you are in a meeting but the SSL certificate has expired I'm counting on you.,TECH
Le coût du SaaS est arrivée à la compta.,The SaaS cost arrived at accounting.,ACCOUNTING
fais attention à toi. chaton à toute.,take care. kitten see you later.,LOVE
Les frais de licence dépasse le budget alloué.,License fees exceeds allocated budget.,ACCOUNTING
"Si tu as deux secondes entre midi et deux, la facture n'est pas au bon format sinon on verra ça lundi.","If you have a sec during lunch, the invoice is in the wrong format otherwise we'll see this Monday.",ACCOUNTING
"Re mon chéri, fais attention à toi. Bisous.","Re darling, take care. Kisses.",LOVE
Le coût du SaaS doit être imputée au marketing.,The SaaS cost must be charged to marketing.,ACCOUNTING
"Les machines virtuelles gaspillent des ressources, passe en instances spot.","Virtual machines are wasting resources, switch to spot instances.",INFRA
"Yo mon tout, fais attention à toi. Bisous.","Yo my everything, take care. Kisses.",LOVE
"Les volumes EBS consomment trop de CPU, on doit éteindre la nuit.","EBS volumes consume too much CPU, we must turn off at night.",INFRA
Re ma chérie fais attention à toi.,Re darling take care.,LOVE
"Avant que j'oublie et que je parte, la base de données est corrompue désolé encore.","Before I forget and leave, the database is corrupted sorry again.",TECH
Je pars en week-end dans 5 minutes mais il faut merger la PR maintenant tiens-moi au courant.,I'm leaving for the weekend in 5 minutes but we need to merge the PR now keep me posted.,TECH
Les frais de licence est arrivée à la compta.,License fees arrived at accounting.,ACCOUNTING
"Re ma vie, j'ai fait à manger. Bisous.","Re my life, I made dinner. Kisses.",LOVE
Je sais que tu es en réunion mais je n'ai pas reçu le bon de commande c'est super urgent.,I know you are in a meeting but I didn't receive the purchase order it is super urgent.,ACCOUNTING
"Le cluster Kubernetes sont sous-utilisés, met en place une policy d'arrêt.","The Kubernetes cluster are underutilized, set up a stop policy.",INFRA
"Les instances EC2 gaspillent des ressources, met en place une policy d'arrêt.","EC2 instances are wasting resources, set up a stop policy.",INFRA
Le chef a ramené des croissants.,The boss brought croissants.,MISC
La note Datadog a besoin d'une validation du CFO.,The Datadog invoice needs CFO validation.,ACCOUNTING
"La base RDS gaspillent des ressources, réduis le provisionning.","RDS database are wasting resources, reduce provisioning.",INFRA
"Juste avant de prendre le train, il manque le justificatif Uber tiens-moi au courant.","Just before catching the train, the Uber receipt is missing keep me posted.",ACCOUNTING
"Entre deux cafés, peux-tu m'envoyer le RIB pour le virement ? c'est super urgent.","Between two coffees, can you send me the bank details for the transfer? it is super urgent.",ACCOUNTING
je t'aime fort. ma puce à toute.,I love you so much. honey see you later.,LOVE
"Si tu as deux secondes entre midi et deux, j'ai besoin des logs d'erreur tiens-moi au courant.","If you have a sec during lunch, I need the error logs keep me posted.",TECH
fais de beaux rêves. chaton à toute.,sweet dreams. kitten see you later.,LOVE
"Coucou ma chérie, j'ai hâte de te voir. Bisous.","Hey darling, can't wait to see you. Kisses.",LOVE
"Entre deux cafés, l'API renvoie une erreur 500 c'est super urgent.","Between two coffees, the API returns a 500 error it is super urgent.",TECH
"Salut mon tout, tu as bien dormi ? Bisous.","Hi my everything, did you sleep well? Kisses.",LOVE
"Entre deux cafés, il manque le justificatif Uber je compte sur toi.","Between two coffees, the Uber receipt is missing I'm counting on you.",ACCOUNTING
Je sais que tu es en réunion mais la facture n'est pas au bon format fais vite s'il te plaît.,I know you are in a meeting but the invoice is in the wrong format please be quick.,ACCOUNTING
"Les instances EC2 consomment trop de CPU, il faut réduire la taille.","EC2 instances consume too much CPU, we need to downsize.",INFRA
"Quel blaireau, elle a couché pour réussir.","What a jerk, she slept her way to the top.",GOSSIP
"Les instances EC2 sont sous-utilisés, il faut réduire la taille.","EC2 instances are underutilized, we need to downsize.",INFRA
Dis-moi bébé je t'aime fort.,Tell me baby I love you so much.,LOVE
Au fait mon chéri bon appétit.,By the way darling enjoy your meal.,LOVE
"Le stockage S3 gaspillent des ressources, supprime les volumes orphelins.","S3 storage are wasting resources, delete orphan volumes.",INFRA
"Coucou mon chéri, tu rentres à quelle heure ? Bisous.","Hey darling, what time are you coming home? Kisses.",LOVE
j'ai hâte de te voir. trésor à toute.,can't wait to see you. treasure see you later.,LOVE
j'ai fait à manger. mon ange à toute.,I made dinner. my angel see you later.,LOVE
"Juste avant de prendre le train, l'API renvoie une erreur 500 je compte sur toi.","Just before catching the train, the API returns a 500 error I'm counting on you.",TECH
"Juste avant de prendre le train, le serveur de prod a crashé merci d'avance.","Just before catching the train, the prod server crashed thanks in advance.",TECH
"Ça va ma puce, j'ai fait à manger. Bisous.","How are you honey, I made dinner. Kisses.",LOVE
"C'est grave, son alcoolisme met l'équipe en danger.","It is serious, his alcoholism endangers the team.",HR_COMPLAINT
fais de beaux rêves. ma puce à toute.,sweet dreams. honey see you later.,LOVE
"La bande passante sont surdimensionnés, il faut réduire la taille.","Bandwidth are oversized, we need to downsize.",INFRA
appelle-moi quand tu peux. ma belle à toute.,call me when you can. beautiful see you later.,LOVE
on mange quoi ce soir ? trésor à toute.,what are we eating tonight? treasure see you later.,LOVE
"Avant que j'oublie et que je parte, il faut valider le devis du fournisseur merci d'avance.","Before I forget and leave, we must validate the supplier quote thanks in advance.",ACCOUNTING
"Kikou bébé, fais attention à toi. Bisous.","Hiya baby, take care. Kisses.",LOVE
"Pendant que j'y pense, le serveur de prod a crashé sinon on verra ça lundi.","While I'm thinking about it, the prod server crashed otherwise we'll see this Monday.",TECH
"Juste avant de prendre le train, peux-tu m'envoyer le RIB pour le virement ? fais vite s'il te plaît.","Just before catching the train, can you send me the bank details for the transfer? please be quick.",ACCOUNTING
Hey ma belle bisous.,Hey beautiful kisses.,LOVE
"Les instances EC2 consomment trop de CPU, supprime les volumes orphelins.","EC2 instances consume too much CPU, delete orphan volumes.",INFRA
tu me manques. ma puce à toute.,I miss you. honey see you later.,LOVE
"La base RDS sont surdimensionnés, passe en instances spot.","RDS database are oversized, switch to spot instances.",INFRA
"Les nœuds du cluster sont surdimensionnés, on doit éteindre la nuit.","Cluster nodes are oversized, we must turn off at night.",INFRA
"Les volumes EBS tournent dans le vide, réduis le provisionning.","EBS volumes are running mostly idle, reduce provisioning.",INFRA
Je pars en week-end dans 5 minutes mais je dois absolument commit ce fichier je compte sur toi.,I'm leaving for the weekend in 5 minutes but I absolutely must commit this file I'm counting on you.,TECH
"Nos serveurs de dev consomment trop de CPU, optimise l'autoscaling.","Our dev servers consume too much CPU, optimize autoscaling.",INFRA
"Les machines virtuelles tournent dans le vide, réduis le provisionning.","Virtual machines are running mostly idle, reduce provisioning.",INFRA
"Les volumes EBS consomment trop de CPU, passe en instances spot.","EBS volumes consume too much CPU, switch to spot instances.",INFRA
"Yo ma chérie, tu rentres à quelle heure ? Bisous.","Yo darling, what time are you coming home? Kisses.",LOVE
Au fait ma chérie je t'aime fort.,By the way darling I love you so much.,LOVE
Re ma puce tu rentres à quelle heure ?,Re honey what time are you coming home?,LOVE
Je vais au bureau en vélo aujourd'hui.,I'm biking to the office today.,MISC
Je pars en week-end dans 5 minutes mais je n'ai pas reçu le bon de commande sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but I didn't receive the purchase order otherwise we'll see this Monday.,ACCOUNTING
Hey trésor j'ai hâte de te voir.,Hey treasure can't wait to see you.,LOVE
Je pars en week-end dans 5 minutes mais il faut valider le devis du fournisseur je compte sur toi.,I'm leaving for the weekend in 5 minutes but we must validate the supplier quote I'm counting on you.,ACCOUNTING
Le prélèvement Google Cloud est bloquée pour impayé.,The Google Cloud debit is blocked for non-payment.,ACCOUNTING
"Bonne nuit mon amour, on mange quoi ce soir ? Bisous.","Good night my love, what are we eating tonight? Kisses.",LOVE
repose-toi bien. trésor à toute.,rest well. treasure see you later.,LOVE
"Je demande un RDV, il a eu des gestes déplacés.","I request a meeting, he made inappropriate gestures.",HR_COMPLAINT
